Domain,Paper Name,Authors,Distinguished,URL
domain_analytics,Deep Learning or Classical Machine Learning? An Empirical Study on Log-Based Anomaly Detection,"BoXi Yu, Jiayi Yao, Qiuai Fu, Zhiqing Zhong, Haotian Xie, Yaoliang Wu, Yuchi Ma, Pinjia He",False,No URL available
domain_analytics,TRACED: Execution-aware Pre-training for Source Code,"Yangruibo Ding, Benjamin Steenhoek, Kexin Pei, Gail Kaiser, Wei Le, Baishakhi Ray",False,No URL available
domain_analytics,On Extracting Specialized Code Abilities from Large Language Models: A Feasibility Study,"Li Zongjie, Chaozheng Wang, Pingchuan Ma, Chaowei Liu, Shuai Wang, Daoyuan Wu, Cuiyun Gao, Yang Liu",False,No URL available
domain_analytics,CoderEval: A Benchmark of Pragmatic Code Generation with Generative Pre-trained Models,"Hao Yu, Bo Shen, Dezhi Ran, Jiaxin Zhang, Qi Zhang, Yuchi Ma, Guangtai Liang, Ying Li, Qianxiang Wang, Tao Xie",False,No URL available
domain_analytics,Inferring Data Preconditions from Deep Learning Models for Trustworthy Prediction in Deployment,"Shibbir Ahmed, Hongyang Gao, Hridesh Rajan",False,No URL available
domain_analytics,GrammarT5: Grammar-Integrated Pretrained Encoder-Decoder Neural Model for Code,"Qihao Zhu, Qingyuan Liang, Zeyu Sun, Yingfei Xiong, Lu Zhang, Shengyu Cheng",False,No URL available
domain_analytics,On Calibration of Pre-trained Code models,"Zhenhao Zhou, Chaofeng Sha, Xin Peng",False,No URL available
domain_analytics,Learning in the Wild: Towards Leveraging Unlabeled Data for Effectively Tuning Pre-trained Code Models,"Shuzheng Gao, Wenxin Mao, Cuiyun Gao, Li Li, Xing Hu, Xin Xia, Michael Lyu",False,No URL available
domain_analytics,Lost in Translation: A Study of Bugs Introduced by Large Language Models while Translating Code,"Rangeet Pan, Ali Reza Ibrahimzada, Rahul Krishna, Divya Sankar, Lambert Pouguem Wassi, Michele Merler, Boris Sobolev, Raju Pavuluri, Saurabh Sinha, Reyhaneh Jabbarvand",False,No URL available
domain_analytics,Evaluating Large Language Models in Class-Level Code Generation,"Xueying Du, Mingwei Liu, Kaixin Wang, Hanlin Wang, Junwei Liu, Yixuan Chen, Jiayi Feng, Chaofeng Sha, Xin Peng, Yiling Lou",False,No URL available
domain_analytics,Empirical Study of the Docker Smells Impact on the Image Size,Thomas Durieux,False,No URL available
domain_analytics,MotorEase: Automated Detection of Motor Impairment Accessibility Issues in Mobile App UIs,"Arun Krishna Vajjala, S M Hasan Mansur, Justin Jose, Kevin Moran",False,No URL available
domain_analytics,LogShrink: Effective Log Compression by Leveraging Commonality and Variability of Log Data,"Xiaoyun Li, Hongyu Zhang, Van-Hoang Le, Pengfei Chen",False,No URL available
domain_analytics,Demystifying Compiler Unstable Feature Usage and Impacts in the Rust Ecosystem,"Chenghao Li, Yifei Wu, Wenbo Shen, Zichen Zhao, Rui Chang, Chengwei Liu, Yang Liu, Kui Ren",False,No URL available
domain_analytics,Resource Usage and Optimization Opportunities in Workflows of GitHub Actions,"Islem BOUZENIA, Michael Pradel",False,No URL available
domain_analytics,Revealing Hidden Threats: An Empirical Study of Library Misuse in Smart Contracts,"Mingyuan Huang, Jiachi Chen, Zigui Jiang, Zibin Zheng",False,No URL available
domain_analytics,Data-Driven Evidence-Based Syntactic Sugar Design,"David OBrien, Robert Dyer, Tien N. Nguyen, Hridesh Rajan",False,No URL available
domain_analytics,Revisiting Android App Categorization,"Marco Alecci, Jordan Samhi, Tegawendé F. Bissyandé, Jacques Klein",False,No URL available
domain_analytics,Are Your Requests Your True Needs? Checking Excessive Data Collection in VPA App,"Fuman Xie, Chuan Yan, Mark Huasong Meng, Shaoming Teng, Yanjun Zhang, Guangdong Bai",False,No URL available
domain_analytics,Shedding Light on Software Engineering-specific Metaphors and Idioms,"Mia Mohammad Imran, Preetha Chatterjee, Kostadin Damevski",False,No URL available
domain_analytics,MiniMon: Minimizing Android Applications with Intelligent Monitoring-Based Debloating,"Jiakun Liu, Zicheng Zhang, Xing Hu, Ferdian Thung, Shahar Maoz, Debin Gao, Eran Toch, Zhipeng Zhao, David Lo",False,No URL available
domain_analytics,An Exploratory Investigation of Log Anomalies in Unmanned Aerial Vehicles,"Dinghua Wang, Shuqing Li, Guanping Xiao, Yepang Liu, Yulei Sui, Pinjia He, Michael Lyu",False,No URL available
domain_analytics,ModuleGuard: Understanding and Detecting Module Conflicts in Python Ecosystem,"Ruofan Zhu, Xingyu Wang, Chengwei Liu, Zhengzi Xu, Wenbo Shen, Rui Chang, Yang Liu",False,No URL available
domain_analytics,Fine-SE: Integrating Semantic Features and Expert Features for Software Effort Estimation,"Yue Li, Zhong Ren, Zhiqi Wang, Lanxin Yang, Liming Dong, He Zhang",False,No URL available
domain_analytics,DeepLSH: Deep Locality-Sensitive Hash Learning for Fast and Efficient Near-Duplicate Crash Report Detection,"Youcef REMIL, Anes Bendimerad, Romain Mathonat, Chedy raissi, Mehdi Kaytoue",False,No URL available
domain_analytics,DivLog: Log Parsing with Prompt Enhanced In-Context Learning,"Junjielong Xu, Ruichun Yang, Yintong Huo, Chengyu Zhang, Pinjia He",False,No URL available
domain_analytics,Where is it? Tracing the Vulnerability-relevant Files from Vulnerability Reports,"Jiamou Sun, Jieshan Chen, Zhenchang Xing, Qinghua Lu, Xiwei (Sherry) Xu, Liming Zhu",False,No URL available
domain_analytics,[Remote] Self-Supervised Query Reformulation for Code Search,"Yuetian Mao, Chengcheng Wan, Yuze Jiang, Xiaodong Gu",False,No URL available
domain_analytics,[Remote] Natural Language to Code: How Far are We?,"Shangwen Wang, Mingyang Geng, Bo Lin, Zhensu Sun, Ming Wen, Yepang Liu, Li Li, Tegawendé F. Bissyandé, Xiaoguang Mao",False,No URL available
domain_analytics,Efficient Text-to-Code Retrieval with Cascaded Fast and Slow Transformer Models,"Akhilesh Deepak Gotmare, Junnan Li, Shafiq Joty, Steven C.H. Hoi",False,No URL available
domain_analytics,PEM: Representing Binary Program Semantics for Similarity Analysis via A Probabilistic Execution Model,"Xiangzhe Xu, Zhou Xuan, Shiwei Feng, Siyuan Cheng, Yapeng Ye, Qingkai Shi, Guanhong Tao, Le Yu, Zhuo Zhang, Xiangyu Zhang",False,No URL available
domain_analytics,[Remote] Demystifying Dependency Bugs in Deep Learning Stack,"Kaifeng Huang, Bihuan Chen, Susheng Wu, Junming Cao, Lei Ma, Xin Peng",False,No URL available
domain_analytics,Semantic Debugging,"Martin Eberlein, Marius Smytzek, Dominic Steinhöfel, Lars Grunske, Andreas Zeller",False,No URL available
domain_analytics,[Remote] Hue: A User-Adaptive Parser for Hybrid Logs,"Junjielong Xu, Qiuai Fu, Zhouruixing Zhu, Yutong Cheng, zhijing li, Yuchi Ma, Pinjia He",False,No URL available
domain_analytics,[Remote] Log Parsing with Generalization Ability under New Log Types,"Siyu Yu, Yifan Wu, Zhijing Li, Pinjia He, Ningjiang Chen, Changjian Liu",False,No URL available
domain_analytics,Go Static: Contextualized Logging Statement Generation,"Yichen LI, Yintong Huo, Renyi Zhong, Zhihan Jiang, Jinyang Liu, Junjie Huang, Jiazhen Gu, Pinjia He, Michael Lyu",False,No URL available
domain_analytics,DeSQL: Interactive Debugging of SQL in Data-Intensive Scalable Computing,"Sabaat Haroon, Chris Brown, Muhammad Ali Gulzar",False,No URL available
domain_analytics,DTD: Comprehensive and Scalable Testing for Debuggers,"Hongyi Lu, Zhibo Liu, Shuai Wang, Fengwei Zhang",False,No URL available
domain_analytics,A Critical Review of Common Log Data Sets Used for Evaluation of Sequence-based Anomaly Detection Techniques,"Max Landauer, Florian Skopik, Markus Wurzenberger",False,No URL available
domain_analytics,LILAC: Log Parsing using LLMs with Adaptive Parsing Cache,"Zhihan Jiang, Jinyang Liu, Zhuangbin Chen, Yichen LI, Junjie Huang, Yintong Huo, Pinjia He, Jiazhen Gu, Michael Lyu",False,No URL available
domain_analytics,Scalable Program Clone Search Through Spectral Analysis,"Tristan Benoit, Jean-Yves Marion, Sébastien Bardin",False,No URL available
domain_analytics,[Remote] Tritor: Detecting Semantic Code Clones by Building Social Network-based Triads Model,"Deqing Zou, Siyue Feng, Yueming Wu, Wenqi Suo, Hai Jin",False,No URL available
domain_analytics,[Remote] Demystifying the Composition and Code Reuse in Solidity Smart Contracts,"Kairan Sun, Zhengzi Xu, Chengwei Liu, Kaixuan Li, Yang Liu",False,No URL available
domain_analytics,[Remote] Gitor: Scalable Code Clone Detection by Building Global Sample Graph,"Junjie shan, Shihan Dou, Yueming Wu, Hairu wu, Yang Liu",False,No URL available
domain_analytics,[Remote] CCT5: A Code-Change-Oriented Pre-Trained Model,"Bo Lin, Shangwen Wang, Zhongxin Liu, Yepang Liu, Xin Xia, Xiaoguang Mao",False,No URL available
domain_analytics,CodePlan: Repository-level Coding using LLMs and Planning,"Ramakrishna Bairi, Atharv Sonwane, Aditya Kanade, Vageesh D C, Arun Iyer, Suresh Parthasarathy, Sriram Rajamani, B. Ashok, Shashank Shet",False,No URL available
domain_analytics,DeciX: Explain Deep Learning Based Code Generation Applications,"Simin Chen, Zexin Li, Wei Yang, Cong Liu",False,No URL available
domain_analytics,IRCoCo: Immediate Rewards-Guided Deep Reinforcement Learning for Code Completion,"Bolun Li, Zhihong Sun, Tao Huang, Hongyu Zhang, Yao Wan, Chen Lyu, Ge Li, Zhi Jin",False,No URL available
domain_analytics,Identifying Solidity Smart Contract API Documentation Errors,"Chenguang Zhu, Ye Liu, Xiuheng Wu, Yi Li",False,No URL available
domain_analytics,Answer Summarization for Technical Queries: Benchmark and New Approach,"Chengran Yang, Bowen Xu, Ferdian Thung, Yucen Shi, Ting Zhang, Zhou Yang, Xin Zhou, Jieke Shi, Junda He, DongGyun Han, David Lo",False,No URL available
domain_analytics,Which Exception Shall We Throw?,Hao Zhong,False,No URL available
domain_analytics,Reformulator: Automated Refactoring of the N+1 Problem in Database-Backed Applications,"Alexi Turcotte, Mark W. Aldrich, Frank Tip",False,No URL available
domain_analytics,Learning to Synthesize Relational Invariants,"Jingbo Wang, Chao Wang",False,No URL available
domain_analytics,An Empirical Study of Parameter-Efficient Fine-Tuning Methods for Pre-trained Code Models,"Jiaxing Liu, Chaofeng Sha, Xin Peng",False,No URL available
domain_analytics,Fast and Reliable Program Synthesis via User Interaction,"Yanju Chen, Chenglong Wang, Xinyu Wang, Osbert Bastani, Yu Feng",False,No URL available
domain_analytics,From Misuse to Mastery: Enhancing Code Generation with Knowledge-Driven AI Chaining,"Xiaoxue Ren, Xinyuan Ye, Dehai Zhao, Zhenchang Xing, Xiaohu Yang",False,No URL available
domain_analytics,Compiler Auto-tuning via Critical Flag Selection,"Mingxuan Zhu, Dan Hao",False,No URL available
domain_analytics,CAT-LM: Training Language Models on Aligned Code And Tests,"Nikitha Rao, Kush Jain, Uri Alon, Claire Le Goues, Vincent J. Hellendoorn",False,No URL available
domain_analytics,Improving code extraction from coding screencasts using a code-aware encoder-decoder model,"Abdulkarim Malkadi, Ahmad Tayeb, Sonia Haiduc",False,No URL available
domain_analytics,InfeRE: Step-by-Step Regex Generation via Chain of Inference,"Shuai Zhang, Xiaodong Gu, Beijun Shen, Yuting Chen",False,No URL available
domain_analytics,MELT: Mining Effective Lightweight Transformations from Pull Requests,"Daniel Ramos, Hailie Mitchell, Ines Lynce, Vasco Manquinho, Ruben Martins, Claire Le Goues",False,No URL available
domain_analytics,On the Evaluation of Neural Code Translation: Taxonomy and Benchmark,"Mingsheng Jiao, Tingrui Yu, Xuan Li, Guan Jie Qiu, Xiaodong Gu, Beijun Shen",False,No URL available
domain_analytics,Pluggable Type Inference for Free,"Martin Kellogg, Daniel Daskiewicz, Loi Ngo Duc Nguyen, Muyeed Ahmed, Michael D. Ernst",False,No URL available
domain_analytics,Contextuality of Code Representation Learning,"Yi Li, Shaohua Wang, Tien N. Nguyen",False,No URL available
domain_analytics,On-the-fly Improving Performance of Deep Code Models via Input Denoising,"Zhao Tian, Junjie Chen, Xiangyu Zhang",False,No URL available
domain_analytics,Towards Automatically Addressing Self-Admitted Technical Debt: How Far Are We?,"Antonio Mastropaolo, Massimiliano Di Penta, Gabriele Bavota",False,No URL available
domain_analytics,Delving into Commit-Issue Correlation to Enhance Commit Message Generation Models,"Liran Wang, Xunzhu Tang, Yichen He, Changyu Ren, Shuhua Shi, Chaoran Yan, Zhoujun Li",False,No URL available
domain_analytics,Automatic Generation and Reuse of Precise Library Summaries for Object-Sensitive Pointer Analysis,"Jingbo Lu, Dongjie He, Wei Li, Yaoqing Gao, Jingling Xue",False,No URL available
domain_analytics,What Makes Good In-context Demonstrations for Code Intelligence Tasks with LLMs?,"Shuzheng Gao, Xin-Cheng Wen, Cuiyun Gao, Wenxuan Wang, Hongyu Zhang, Michael Lyu",False,No URL available
domain_analytics,HexT5: Unified Pre-training for Stripped Binary Code Information Inference,"Jiaqi Xiong, Guoqiang Chen, Kejiang Chen, Han Gao, Shaoyin Cheng, Weiming Zhang",False,No URL available
domain_analytics,Generating Variable Explanations via Zero-shot Prompt Learning,"Chong Wang, Yiling Lou, Liu Junwei, Xin Peng",False,No URL available
domain_analytics,Code Difference Guided Adversarial Example Generation for Deep Code Models,"Zhao Tian, Junjie Chen, Zhi Jin",False,No URL available
domain_analytics,ZC3 Zero-Shot Cross-Language Code Clone Detection,"Jia Li, Chongyang Tao, Zhi Jin, Fang Liu, Jia Li, Ge Li",False,No URL available
domain_analytics,Optimizing Continuous Development By Detecting and Preventing Unnecessary Content Generation,"Talank Baral, Shanto Rahman, Bala Naren Chanumolu, Basak Balci, Tuna Tuncer, August Shi, Wing Lam",False,No URL available
domain_analytics,Analyzing the Impact of Workloads on Modeling the Performance of Configurable Software Systems,"Stefan Mühlbauer, Florian Sattler, Christian Kaltenecker, Johannes Dorn, Sven Apel, Norbert Siegmund",False,No URL available
domain_analytics,Twins or False Friends? A Study on Energy Consumption and Performance of Configurable Software,"Max Weber, Christian Kaltenecker, Florian Sattler, Sven Apel, Norbert Siegmund",False,No URL available
domain_analytics,IoPV: On Inconsistent Option Performance Variations,"Jinfu Chen, Zishuo Ding, Yiming Tang, Mohammed Sayagh, Heng Li, Bram Adams, Weiyi Shang",False,No URL available
domain_analytics,Predicting Software Performance with Divide-and-Learn,"Jingzhi Gong, Tao Chen",False,No URL available
domain_analytics,[Remote] Discovering Parallelisms in Python Programs,"Siwei Wei, Guyang Song, Senlin Zhu, Ruoyi Ruan, Shihao Zhu, Yan Cai",False,No URL available
domain_analytics,DyPyBench: A Benchmark of Executable Python Software,"Islem BOUZENIA, Bajaj Piyush Krishan, Michael Pradel",False,No URL available
domain_analytics,PBE-based Selective Abstraction and Refinement for Efficient Property Falsification of Embedded Software,"Yoel Kim, Yunja Choi",False,No URL available
domain_analytics,Adapting Multi-objectivized Software Configuration Tuning,"Tao Chen, Miqing Li",False,No URL available
domain_analytics,Analyzing Quantum Programs with LintQ: A Static Analysis Framework for Qiskit,"Matteo Paltenghi, Michael Pradel",False,No URL available
domain_analytics,Abstraction-Aware Inference of Metamorphic Relations,"Agustin Nolasco, Facundo Molina, Renzo Degiovanni, Alessandra Gorla, Diego Garbervetsky, Mike Papadakis, Sebastian Uchitel, Nazareno Aguirre, Marcelo F. Frias",False,No URL available
domain_analytics,Predicting Configuration Performance in Multiple Environments with Sequential Meta-Learning,"Jingzhi Gong, Tao Chen",False,No URL available
domain_analytics,Bin2Summary: Beyond Function Name Prediction in Stripped Binaries with Functionality-specific Code Embeddings,"Zirui Song, Jiongyi Chen, Kehuan Zhang",False,No URL available
domain_analytics,Active Monitoring Mechanism for Control-based Self-Adaptive Systems,"Yi Qin, Yanxiang Tong, Yifei Xu, Chun Cao, Xiaoxing Ma",False,No URL available
domain_analytics,Cut to the Chase: An Error-Oriented Approach to Detect Error-Handling Bugs,"Haoran Liu, Zhouyang Jia, Shanshan Li, Yan Lei, Yue Yu, Yu Jiang, Xiaoguang Mao, Liao Xiangke",False,No URL available
domain_analytics,DAInfer: Inferring API Aliasing Specifications from Library Documentation via Neurosymbolic Optimization,"Chengpeng Wang, Jipeng Zhang, Rongxin Wu, Charles Zhang",False,No URL available
domain_evolution,APICAD: Augmenting API Misuse Detection Through Specifications From Code And Documents,"Xiaoke Wang, Lei Zhao",False,No URL available
domain_evolution,Compatibility Issue Detection for Android Apps Based on Path-Sensitive Semantic Analysis,"Sen Yang, Sen Chen, Lingling Fan, Sihan Xu, Zhanwei Hui, Song Huang",False,No URL available
domain_evolution,Data Quality Matters: A Case Study of ObsoleteComment Detection,"Shengbin Xu, Yuan Yao, Feng Xu, Tianxiao Gu, Jingwei Xu, Xiaoxing Ma",False,No URL available
domain_evolution,Revisiting Learning-based Commit Message Generation,"Jinhao Dong, Yiling Lou, Dan Hao, Lin Tan",False,No URL available
domain_evolution,Commit Message Matters: Investigating Impact and Evolution of Commit Message Quality,"Jiawei Li, Iftekhar Ahmed",False,No URL available
domain_evolution,PILAR: Studying and Mitigating the Influence of Configurations on Log Parsing,"Hetong Dai, Yiming Tang, Heng Li, Weiyi Shang",False,No URL available
domain_evolution,Did We Miss Something Important? Studying and Exploring Variable-Aware Log Abstraction,"Zhenhao Li, Chuan Luo, Tse-Hsun (Peter) Chen, Weiyi Shang, Shilin He, Qingwei Lin, Dongmei Zhang",False,No URL available
domain_evolution,On the Temporal Relations between Logging and Code,"Zishuo Ding, Yiming Tang, Yang Li, Heng Li, Weiyi Shang",False,No URL available
domain_evolution,When to Say What: Learning to Find Condition-Message Inconsistencies,"Islem BOUZENIA, Michael Pradel",False,No URL available
domain_evolution,A Semantic-aware Parsing Approach for Log Analytics,"Yintong Huo, Yuxin Su, Cheryl Lee, Michael Lyu",False,No URL available
domain_evolution,Dependency Facade: The Coupling and Conflicts between Android Framework and Its Customization,"Wuxia Jin, Yitong Dai, Jianguo Zheng, Yu Qu, Ming Fan, Zhenyu Huang, Dezhi Huang, Ting Liu",False,No URL available
domain_evolution,Understanding Solidity Event Logging Practices in the Wild,"Lantian Li, Yejian Liang, Zhihao Liu, Zhongxing Yu",False,No URL available
domain_evolution,EvaCRC: Evaluating Code Review Comments,"Lanxin Yang, Jinwei Xu, YiFan Zhang, He Zhang, Alberto Bacchelli",False,No URL available
domain_evolution,HyperDiff: Computing Source Code Diffs at Scale,"Quentin Le-dilavrec, Djamel Eddine Khelladi, Arnaud Blouin, Jean-Marc Jézéquel",False,No URL available
domain_evolution,Multilingual Code Co-Evolution Using Large Language Models,"Jiyang Zhang, Pengyu Nie, Junyi Jessy Li, Milos Gligoric",False,No URL available
domain_evolution,Knowledge-based Version Incompatibility Detection for Deep Learning,"Zhongkai Zhao, Bonan Kou, Mohamed Yilmaz Ibrahim, Muhao Chen, Tianyi Zhang",False,No URL available
domain_evolution,Identifying Key Classes for Initial Software Comprehension: Can We Do It Better?,"Weifeng Pan, Xin Du, Hua Ming, Dae-Kyoo Kim, Zijiang Yang",False,No URL available
domain_evolution,Improving API Knowledge Discovery with ML: A Case Study of Comparable API Methods,"Daye Nam, Brad A. Myers, Bogdan Vasilescu, Vincent J. Hellendoorn",False,No URL available
domain_evolution,Evidence Profiles for Validity Threats in Program Comprehension Experiments,"Marvin Muñoz Barón, Marvin Wyrich, Daniel Graziotin, Stefan Wagner",False,No URL available
domain_evolution,Developers’ Visuo-spatial Mental Model and Program Comprehension,"Abir Bouraffa, Gian-Luca Fuhrmann, Walid Maalej",False,No URL available
domain_evolution,Two Sides of the Same Coin: Exploiting the Impact of Identifiers in Neural Code Comprehension,"Shuzheng Gao, Cuiyun Gao, Chaozheng Wang, Jun Sun, David Lo, Yue Yu",False,No URL available
domain_evolution,AidUI: Toward Automated Recognition of Dark Patterns in User Interfaces,"S M Hasan Mansur, Sabiha Salma, Damilola Awofisayo, Kevin Moran",False,No URL available
domain_evolution,Carving UI Tests to Generate API Tests and API Specification,"Rahulkrishna Yandrapally, Saurabh Sinha, Rachel Tzoref-Brill, Ali Mesbah",False,No URL available
domain_evolution,CoCoSoDa: Effective Contrastive Learning for Code Search,"Ensheng Shi, Wenchao Gu, Yanlin Wang, Lun Du, Hongyu Zhang, Shi Han, Dongmei Zhang, Hongbin Sun",False,No URL available
domain_evolution,Rules of Engagement: Why and How Companies Participate in OSS,"Mariam Guizani, Aileen Abril Castro-Guzman, Anita Sarma, Igor Steinmacher",False,No URL available
domain_evolution,An Empirical Study on Software Bill of Materials: Where We Stand and the Road Ahead,"Boming Xia, Tingting Bi, Zhenchang Xing, Qinghua Lu, Liming Zhu",False,No URL available
domain_evolution,Are Prompt Engineering and TODO Comments Friends or Foes? An Evaluation on GitHub Copilot,"David OBrien, Sumon Biswas, Sayem Mohammad Imtiaz, Rabe Abdalkareem, Emad Shihab, Hridesh Rajan",False,No URL available
domain_evolution,Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),"Toufique Ahmed, Kunal Suresh Pai, Prem Devanbu, Earl T. Barr",False,No URL available
domain_evolution,DSFM: Enhancing Functional Code Clone Detection with Deep Subtree Interactions,"Zhiwei Xu, Shaohua Qiang, Dinghong Song, Min Zhou, Hai Wan, Xibin Zhao, Ping Luo, Hongyu Zhang",False,No URL available
domain_evolution,Machine Learning is All You Need: A Simple Token-based Approach for Effective Code Clone Detection,"Siyue Feng, Wenqi Suo, Yueming Wu, Deqing Zou, Yang Liu, Hai Jin",False,No URL available
domain_evolution,Large Language Models are Few-Shot Summarizers: Multi-Intent Comment Generation via In-Context Learning,"Mingyang Geng, Shangwen Wang, Dezun Dong, Haotian Wang, Ge Li, Zhi Jin, Xiaoguang Mao, Liao Xiangke",False,No URL available
domain_evolution,Block-based Programming for Two-Armed Robots: A Comparative Study,"Felipe Fronchetti, Nico Ritschel, Logan Schorr, Chandler Barfield, Gabriella Chang, Rodrigo Spinola, Reid Holmes, David C. Shepherd",False,No URL available
domain_evolution,Exploiting Library Vulnerability via Migration Based Automating Test Generation,"Zirui Chen, Xing Hu, Xin Xia, Yi Gao, Tongtong Xu, David Lo, Xiaohu Yang",False,No URL available
domain_evolution,DEMISTIFY: Identifying On-device Machine Learning Models Stealing and Reuse Vulnerabilities in Mobile Apps,"Pengcheng Ren, Chaoshun Zuo, Xiaofeng Liu, Wenrui Diao, Qingchuan Zhao, Shanqing Guo",False,No URL available
domain_evolution,How do Developers Talk about GitHub Actions? Evidence from Online Software Development Community,"Yang Zhang, Yiwen Wu, Tingting Chen, Tao Wang, Hui Liu, Huaimin Wang",False,No URL available
domain_evolution,BOMs Away! Inside the Minds of Stakeholders: A Comprehensive Study of Bills of Materials for Software Systems,"Trevor Stalnaker, Nathan Wintersgill, Oscar Chaparro, Massimiliano Di Penta, Daniel M. German, Denys Poshyvanyk",False,No URL available
domain_evolution,Compiler-directed Migrating API Callsite of Client Code,"Hao Zhong, Na Meng",False,No URL available
domain_evolution,MUT: Human-in-the-Loop Unit Test Migration,"Yi Gao, Xing Hu, Tongtong Xu, Xin Xia, David Lo, Xiaohu Yang",False,No URL available
domain_evolution,Streamlining Java Programming: Uncovering Well-Formed Idioms with IdioMine,"Yanming Yang, Xing Hu, Xin Xia, David Lo, Xiaohu Yang",False,No URL available
domain_evolution,"Fine-grained, accurate and scalable source differencing","Jean-Rémy Falleri, Matias Martinez",False,No URL available
domain_evolution,The Classics Never Go Out of Style: An Empirical Study of Downgrades from the Bazel Build Technology,"Mahmoud Alfadel, Shane McIntosh",False,No URL available
domain_evolution,Context-Aware Name Recommendation for Field Renaming,"Chunhao Dong, Yanjie Jiang, Nan Niu, Yuxia Zhang, Hui Liu",False,No URL available
domain_evolution,Cneps: A Precise Approach for Examining Dependencies among Third-Party C/C++ Open-Source Components,"Yoonjong Na, Seunghoon Woo, Joomyeong Lee, Heejo Lee",False,No URL available
domain_evolution,A Study on the Pythonic Functional Constructs' Understandability,"Cyrine Zid, Fiorella Zampetti, Giulio Antoniol, Massimiliano Di Penta",False,No URL available
domain_evolution,Cross-Inlining Binary Function Similarity Detection,"Ang Jia, Ming Fan, Xi Xu, Wuxia Jin, Haijun Wang, Ting Liu",False,No URL available
domain_evolution,BinaryAI: Binary Software Composition Analysis via Intelligent Binary Source Code Matching,"Ling Jiang, Junwen An, Huihui Huang, Qiyi Tang, Sen Nie, Shi Wu, Yuqun Zhang",False,No URL available
domain_evolution,PPT4J: Patch Presence Test for Java Binaries,"Zhiyuan Pan, Xing Hu, Xin Xia, Xian Zhan, David Lo, Xiaohu Yang",False,No URL available
domain_evolution,Enhancing Function Name Prediction using Votes-Based Name Tokenization and Multi-Task Learning,"Xiaoling Zhang, Zhengzi Xu, shouguo yang, Zhi Li, Zhiqiang Shi, Limin Sun",False,No URL available
domain_evolution,Unprecedented Code Change Automation: The Fusion of LLMs and Transformation by Example,"Malinda Dilhara, Abhiram Bellur, Timofey Bryksin, Danny Dig",False,No URL available
domain_evolution,Bloat beneath Python's Scales: A Fine-Grained Inter-Project Dependency Analysis,"Georgios-Petros Drosos, Thodoris Sotiropoulos, Diomidis Spinellis, Dimitris Mitropoulos",False,No URL available
domain_evolution,Characterizing Python Library Migrations,"Mohayeminul Islam, Ajay Jha, Ildar Akhmetov, Sarah Nadi",False,No URL available
domain_evolution,PyRadar: Towards Automatically Retrieving and Validating Source Code Repository Information for PyPI Packages,"Kai Gao, Weiwei Xu, Wenhao Yang, Minghui Zhou",False,No URL available
