Domain,Paper Name,Authors,Distinguished,URL
domain_dependability_security,On the Contents and Utility of IoT Cybersecurity Guidelines,"Jesse Chen, Dharun Anandayuvaraj, James C. Davis, Sazzadur Rahaman",False,No URL available
domain_dependability_security,Understanding the Threats of Upstream Vulnerabilities to Downstream Projects in the Maven Ecosystem,"Yulun Wu, Zeliang Yu, Ming Wen, Qiang Li, Deqing Zou, Hai Jin",False,No URL available
domain_dependability_security,Insight: Exploring Cross-Ecosystem Vulnerability Impacts,"Meiqiu Xu, Ying Wang, Shing-Chi Cheung, Hai Yu, Zhiliang Zhu",False,No URL available
domain_dependability_security,SecBench.js: An Executable Security Benchmark Suite for Server-Side JavaScript,"Masudul Hasan Masud Bhuiyan, Adithya Srinivas Parthasarathy, Nikos Vasilakis, Michael Pradel, Cristian-Alexandru Staicu",False,No URL available
domain_dependability_security,Enabling Runtime Verification of Causal Discovery Algorithms with Automated Conditional Independence Reasoning,"Pingchuan Ma, Zhenlan Ji, Peisen Yao, Shuai Wang, Kui Ren",False,No URL available
domain_dependability_security,[Remote] Comparison and Evaluation on Static Application Security Testing (SAST) Tools for Java,"Kaixuan Li, Sen Chen, Lingling Fan, Ruitao Feng, Han Liu, Chengwei Liu, Yang Liu, Yixiang Chen",False,No URL available
domain_dependability_security,Kind Controllers and Fast Heuristics for Non-Well-Separated GR(1) Specifications,"Ariel Gorenstein, Shahar Maoz, Jan Oliver Ringert",False,No URL available
domain_dependability_security,Demystifying Invariant Effectiveness for Securing Smart Contracts,"Zhiyang Chen, Ye Liu, Sidi Mohamed Beillahi, Yi Li, Fan Long",False,No URL available
domain_dependability_security,PonziGuard: Detecting Ponzi Schemes on Ethereum with Contract Runtime Behavior Graph (CRBG),"Ruichao Liang, Jing Chen, Kun He, Yueming Wu, Gelei Deng, Ruiying Du, Cong Wu",False,No URL available
domain_dependability_security,On the Effectiveness of Function-Level Vulnerability Detectors for Inter-Procedural Vulnerabilities,"Zhen Li, Ning Wang, Deqing Zou, Yating Li, Ruqian Zhang, Shouhuai Xu, Chao Zhang, Hai Jin",False,No URL available
domain_dependability_security,Crystallizer: A Hybrid Path Analysis Framework To Aid in Uncovering Deserialization Vulnerabilities,"Prashast Srivastava, Flavio Toffalini, Kostyantyn Vorobyov, François Gauthier, Antonio Bianchi, Mathias Payer",False,No URL available
domain_dependability_security,Identifying Affected Libraries and Their Ecosystems for Open Source Software Vulnerabilities,"Susheng Wu, Wenyan Song, Kaifeng Huang, Bihuan Chen, Xin Peng",False,No URL available
domain_dependability_security,Keeping Secrets: Multi-objective Genetic Improvement for Detecting and Reducing Information Leakage,"Ibrahim Mesecan, Daniel Blackwell, David Clark, Myra Cohen, Justyna Petke",False,No URL available
domain_dependability_security,Investigating White-Box Attacks for On-Device Models,"Mingyi Zhou, Xiang Gao, Jing Wu, Kui Liu, Hailong Sun, Li Li",False,No URL available
domain_dependability_security,MetaLog: Generalizable Cross-System Anomaly Detection from Logs with Meta-Learning,"Chenyangguang Zhang, Tong Jia, Guopeng Shen, Pinyan Zhu, Ying Li",False,No URL available
domain_dependability_security,An Empirical Study on Oculus Virtual Reality Applications: Security and Privacy Perspectives,"Hanyang Guo, Hong-Ning Dai, Xiapu Luo, Zibin Zheng, Gengyang Xu, Fengliang He",False,No URL available
domain_dependability_security,CoLeFunDa: Explainable Silent Vulnerability Fix Identification,"Jiayuan Zhou, Michael Pacheco, Jinfu Chen, Xing Hu, Xin Xia, David Lo, Ahmed E. Hassan",False,No URL available
domain_dependability_security,DeFiWarder: Protecting DeFi Apps from Token Leaking Vulnerabilities,"Jianzhong Su, Xingwei Lin, Zhiyuan Fang, Zhirong Zhu, Jiachi Chen, Zibin Zheng, Wei Lv, Jiashui Wang",False,No URL available
domain_dependability_security,On Privacy Weaknesses and Vulnerabilities in Software Systems,"Pattaraporn Sangaroonsilp, Hoa Khanh Dam, Aditya Ghose",False,No URL available
domain_dependability_security,Vulnerability Detection with Graph Simplification and Enhanced Graph Representation Learning,"Xin-Cheng Wen, Yupan, Cuiyun Gao, Hongyu Zhang, Jie M. Zhang, Qing Liao",False,No URL available
domain_dependability_security,REDriver: Runtime Enforcement for Autonomous Vehicles,"Yang Sun, Chris Poskitt, Xiaodong Zhang, Jun Sun",False,No URL available
domain_dependability_security,PTPDroid: Detecting Violated User Privacy Disclosures to Third-Parties of Android Apps,"Zeya Tan, Wei Song",False,No URL available
domain_dependability_security,DocFlow: Extracting Taint Specifications from Software Documentation,"Marcos Tileria, Jorge Blasco, Santanu Dash",False,No URL available
domain_dependability_security,SCVHunter: Smart Contract Vulnerability Detection Based on Heterogeneous Graph Attention Network,"Feng Luo, Ruijie Luo, Ting Chen, Ao Qiao, Zheyuan He, Shuwei Song, Yu Jiang, Sixing Li",False,No URL available
domain_dependability_security,Enhancing Deep Learning-based Vulnerability Detection by Building Behavior Graph Model,"Bin Yuan, Yifan Lu, Yilin Fang, Yueming Wu, Deqing Zou, Zhen Li, Zhi Li, Hai Jin",False,No URL available
domain_dependability_security,Chronos: Time-Aware Zero-Shot Identification of Libraries from Vulnerability Reports,"Yunbo Lyu, Le-Cong Thanh, Hong Jin Kang, Ratnadira Widyasari, Zhipeng Zhao, Xuan-Bach D. Le, Ming Li, David Lo",False,No URL available
domain_dependability_security,Towards Causal Deep Learning for Vulnerability Detection,"Md Mahbubur Rahman, Ira Ceka, Chengzhi Mao, Saikat Chakraborty, Baishakhi Ray, Wei Le",False,No URL available
domain_dependability_security,Learning to Locate and Describe Vulnerabilities,"Jian Zhang, Shangqing Liu, Xu Wang, Li Tianlin, Yang Liu",False,No URL available
domain_dependability_security,LibvDiff: Library Version Difference Guided OSS Version Identification in Binaries,"Chaopeng Dong, Siyuan Li, shouguo yang, Yang Xiao, Yongpan Wang, Hong Li, Zhi Li, Limin Sun",False,No URL available
domain_dependability_security,PS3: Precise Patch Presence Test based on Semantic Symbolic Signature,"Qi Zhan, Xing Hu, Zhiyang Li, Xin Xia, David Lo, Shanping Li",False,No URL available
domain_dependability_security,Marco: A Stochastic Asynchronous Concolic Explorer,"Jie Hu, Yue Duan, Heng Yin",False,No URL available
domain_dependability_security,MalCertain: Enhancing Deep Neural Network Based Android Malware Detection by Tackling Prediction Uncertainty,"haodong li, Guosheng Xu, Liu Wang, Xusheng Xiao, Xiapu Luo, Guoai Xu, Haoyu Wang",False,No URL available
domain_dependability_security,SCPatcher: Mining Crowd Security Discussions to Enrich Secure Coding Practices,"Ziyou Jiang, Lin Shi, Guowei Yang, Qing Wang",False,No URL available
domain_dependability_security,Software Composition Analysis for Vulnerability Detection: An Empirical Study on Java Projects,"Lida Zhao, Sen Chen, Zhengzi Xu, Chengwei Liu, Lyuye Zhang, Wu Jiahui, Jun Sun, Yang Liu",False,No URL available
domain_dependability_security,Pre-training by Predicting Program Dependencies for Vulnerability Analysis Tasks,"Zhongxin Liu, Zhijie Tang, Junwei Zhang, Xin Xia, Xiaohu Yang",False,No URL available
domain_dependability_security,Fairness Improvement with Multiple Protected Attributes: How Far Are We?,"Zhenpeng Chen, Jie M. Zhang, Federica Sarro, Mark Harman",False,No URL available
domain_dependability_security,PPM: Automated Generation of Diverse Programming Problems for Benchmarking Code Generation Models,"Simin Chen, XiaoNing Feng, Xiaohong Han, Cong Liu, Wei Yang",False,No URL available
domain_dependability_security,"It's Not a Feature, It's a Bug: Fault-Tolerant Model Mining from Noisy Data","Felix Wallner, Bernhard Aichernig, Christian Burghard",False,No URL available
domain_dependability_security,A Needle is an Outlier in a Haystack: Hunting Malicious PyPI Packages with Code Clustering,"Wentao Liang, Xiang Ling, Jingzheng Wu, Tianyue Luo, Yanjun Wu",False,No URL available
domain_dependability_security,Data Leakage in Notebooks: Static Detection and Better Processes,"Chenyang Yang, Rachel A Brower-Sinning, Grace Lewis, Christian Kästner",False,No URL available
domain_dependability_security,VD-Guard: DMA Guided Fuzzing for Hypervisor Virtual Device,"Yuwei Liu, Siqi Chen, Yuchong Xie, Yanhao Wang, Libo Chen, Bin Wang, Yingming Zeng, Zhi Xue, Purui Su",False,No URL available
domain_dependability_security,AChecker: Statically Detecting Smart Contract Access Control Vulnerabilities,"Asem Ghaleb, Julia Rubin, Karthik Pattabiraman",False,No URL available
