Domain,Knowledge-seeking vs. Eval,Nerd factor/zu spezifisch,Validation Nerd Factor,Higher-level RQ,Distinguished,Bucket ID,Paper Name,Research Questions (max. 4),Notiz,Suitability Tendenz,Authors,URL
Dependability and Security,Evaluation,-,,,FALSE,-,Keyword Extraction From Specification Documents for Planning Security Mechanisms,,,,"Jeffy Jahfar Poozhithara, Hazeline Asuncion, Brent Lagesse",No URL available
Dependability and Security,Evaluation,-,,,FALSE,,A User-centered Security Evaluation of Copilot,"RQ1:DoesCopilot use correlate with participants writing more secure code?
RQ2:Arethere vulnerability types that Copilot is more susceptible to or more resilient against?",,,"Owura Asare, Mei Nagappan, N. Asokan",No URL available
Dependability and Security,Evaluation,-,,,FALSE,-,[Remote] Distinguishing Look-Alike Innocent and Vulnerable Code by Subtle Semantic Representation Learning and Explanation,,,,"Chao Ni, Xin Yin, Kaiwen Yang, Dehai Zhao, Zhenchang Xing, Xin Xia",No URL available
Dependability and Security,Evaluation,-,,,FALSE,-,Toward Improved Deep Learning-based Vulnerability Detection,,,,"Adriana Sejfia, Satyaki Das, Saad Shafiq, Nenad Medvidović",No URL available
Dependability and Security,Evaluation,-,,,FALSE,-,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,,,,"Sicong Cao, Xiaobing Sun, Xiaoxue Wu, David Lo, Lili Bo, Bin Li, Wei Liu",No URL available
Dependability and Security,Evaluation,-,,,FALSE,-,VulGen: Realistic Vulnerability Generation Via Pattern Mining and Deep Learning,,,,"Yu Nong, Yuzhe Ou, Michael Pradel, Feng Chen, Haipeng Cai",No URL available
Dependability and Security,Evaluation,-,,,FALSE,-,Towards More Practical Automation of Vulnerability Assessment,,,,"Shengyi Pan, Lingfeng Bao, Jiayuan Zhou, Xing Hu, Xin Xia, Shanping Li",No URL available
Dependability and Security,Evaluation,-,,,FALSE,-,AdHere: Automated Detection and Repair of Intrusive Ads,,,,"Yutian Yan, Yunhui Zheng, Xinyue Liu, Nenad Medvidović, Weihang Wang",No URL available
Dependability and Security,Evaluation,-,,,FALSE,-,Your Code Secret Belongs to Me: Neural Code Completion Tools Can Memorize Hard-coded Credentials,,,,"Yizhan Huang, Yichen LI, Weibin Wu, Jianping Zhang, Michael Lyu",No URL available
Dependability and Security,Knowledge-seeking,0,0,,FALSE,B13,On the Contents and Utility of IoT Cybersecurity Guidelines,,,,"Jesse Chen, Dharun Anandayuvaraj, James C. Davis, Sazzadur Rahaman",No URL available
Dependability and Security,,,,,FALSE,-,Understanding the Threats of Upstream Vulnerabilities to Downstream Projects in the Maven Ecosystem,,,,"Yulun Wu, Zeliang Yu, Ming Wen, Qiang Li, Deqing Zou, Hai Jin",No URL available
Dependability and Security,,,,,FALSE,-,Insight: Exploring Cross-Ecosystem Vulnerability Impacts,,,,"Meiqiu Xu, Ying Wang, Shing-Chi Cheung, Hai Yu, Zhiliang Zhu",No URL available
Dependability and Security,,,,,FALSE,-,SecBench.js: An Executable Security Benchmark Suite for Server-Side JavaScript,,,,"Masudul Hasan Masud Bhuiyan, Adithya Srinivas Parthasarathy, Nikos Vasilakis, Michael Pradel, Cristian-Alexandru Staicu",No URL available
Dependability and Security,,,,,FALSE,-,Enabling Runtime Verification of Causal Discovery Algorithms with Automated Conditional Independence Reasoning,,,,"Pingchuan Ma, Zhenlan Ji, Peisen Yao, Shuai Wang, Kui Ren",No URL available
Dependability and Security,,,,,FALSE,-,[Remote] Comparison and Evaluation on Static Application Security Testing (SAST) Tools for Java,,,,"Kaixuan Li, Sen Chen, Lingling Fan, Ruitao Feng, Han Liu, Chengwei Liu, Yang Liu, Yixiang Chen",No URL available
Dependability and Security,,,,,FALSE,-,Kind Controllers and Fast Heuristics for Non-Well-Separated GR(1) Specifications,,,,"Ariel Gorenstein, Shahar Maoz, Jan Oliver Ringert",No URL available
Dependability and Security,,,,,FALSE,-,Demystifying Invariant Effectiveness for Securing Smart Contracts,,,,"Zhiyang Chen, Ye Liu, Sidi Mohamed Beillahi, Yi Li, Fan Long",No URL available
Dependability and Security,,,,,FALSE,-,PonziGuard: Detecting Ponzi Schemes on Ethereum with Contract Runtime Behavior Graph (CRBG),,,,"Ruichao Liang, Jing Chen, Kun He, Yueming Wu, Gelei Deng, Ruiying Du, Cong Wu",No URL available
Dependability and Security,,,,,FALSE,-,On the Effectiveness of Function-Level Vulnerability Detectors for Inter-Procedural Vulnerabilities,,,,"Zhen Li, Ning Wang, Deqing Zou, Yating Li, Ruqian Zhang, Shouhuai Xu, Chao Zhang, Hai Jin",No URL available
Dependability and Security,,,,,FALSE,-,Crystallizer: A Hybrid Path Analysis Framework To Aid in Uncovering Deserialization Vulnerabilities,,,,"Prashast Srivastava, Flavio Toffalini, Kostyantyn Vorobyov, François Gauthier, Antonio Bianchi, Mathias Payer",No URL available
Dependability and Security,,,,,FALSE,-,Identifying Affected Libraries and Their Ecosystems for Open Source Software Vulnerabilities,,,,"Susheng Wu, Wenyan Song, Kaifeng Huang, Bihuan Chen, Xin Peng",No URL available
Dependability and Security,,,,,FALSE,-,Keeping Secrets: Multi-objective Genetic Improvement for Detecting and Reducing Information Leakage,,,,"Ibrahim Mesecan, Daniel Blackwell, David Clark, Myra Cohen, Justyna Petke",No URL available
Dependability and Security,,,,,FALSE,-,Investigating White-Box Attacks for On-Device Models,,,,"Mingyi Zhou, Xiang Gao, Jing Wu, Kui Liu, Hailong Sun, Li Li",No URL available
Dependability and Security,,,,,FALSE,-,MetaLog: Generalizable Cross-System Anomaly Detection from Logs with Meta-Learning,,,,"Chenyangguang Zhang, Tong Jia, Guopeng Shen, Pinyan Zhu, Ying Li",No URL available
Dependability and Security,,,,,FALSE,-,An Empirical Study on Oculus Virtual Reality Applications: Security and Privacy Perspectives,,,,"Hanyang Guo, Hong-Ning Dai, Xiapu Luo, Zibin Zheng, Gengyang Xu, Fengliang He",No URL available
Dependability and Security,,,,,FALSE,-,CoLeFunDa: Explainable Silent Vulnerability Fix Identification,,,,"Jiayuan Zhou, Michael Pacheco, Jinfu Chen, Xing Hu, Xin Xia, David Lo, Ahmed E. Hassan",No URL available
Dependability and Security,,,,,FALSE,-,DeFiWarder: Protecting DeFi Apps from Token Leaking Vulnerabilities,,,,"Jianzhong Su, Xingwei Lin, Zhiyuan Fang, Zhirong Zhu, Jiachi Chen, Zibin Zheng, Wei Lv, Jiashui Wang",No URL available
Dependability and Security,,,,,FALSE,-,On Privacy Weaknesses and Vulnerabilities in Software Systems,,,,"Pattaraporn Sangaroonsilp, Hoa Khanh Dam, Aditya Ghose",No URL available
Dependability and Security,,,,,FALSE,-,Vulnerability Detection with Graph Simplification and Enhanced Graph Representation Learning,,,,"Xin-Cheng Wen, Yupan, Cuiyun Gao, Hongyu Zhang, Jie M. Zhang, Qing Liao",No URL available
Dependability and Security,,,,,FALSE,-,REDriver: Runtime Enforcement for Autonomous Vehicles,,,,"Yang Sun, Chris Poskitt, Xiaodong Zhang, Jun Sun",No URL available
Dependability and Security,,,,,FALSE,-,PTPDroid: Detecting Violated User Privacy Disclosures to Third-Parties of Android Apps,,,,"Zeya Tan, Wei Song",No URL available
Dependability and Security,,,,,FALSE,-,DocFlow: Extracting Taint Specifications from Software Documentation,,,,"Marcos Tileria, Jorge Blasco, Santanu Dash",No URL available
Dependability and Security,,,,,FALSE,-,SCVHunter: Smart Contract Vulnerability Detection Based on Heterogeneous Graph Attention Network,,,,"Feng Luo, Ruijie Luo, Ting Chen, Ao Qiao, Zheyuan He, Shuwei Song, Yu Jiang, Sixing Li",No URL available
Dependability and Security,,,,,FALSE,-,Enhancing Deep Learning-based Vulnerability Detection by Building Behavior Graph Model,,,,"Bin Yuan, Yifan Lu, Yilin Fang, Yueming Wu, Deqing Zou, Zhen Li, Zhi Li, Hai Jin",No URL available
Dependability and Security,,,,,FALSE,-,Chronos: Time-Aware Zero-Shot Identification of Libraries from Vulnerability Reports,,,,"Yunbo Lyu, Le-Cong Thanh, Hong Jin Kang, Ratnadira Widyasari, Zhipeng Zhao, Xuan-Bach D. Le, Ming Li, David Lo",No URL available
Dependability and Security,,,,,FALSE,-,Towards Causal Deep Learning for Vulnerability Detection,,,,"Md Mahbubur Rahman, Ira Ceka, Chengzhi Mao, Saikat Chakraborty, Baishakhi Ray, Wei Le",No URL available
Dependability and Security,,,,,FALSE,-,Learning to Locate and Describe Vulnerabilities,,,,"Jian Zhang, Shangqing Liu, Xu Wang, Li Tianlin, Yang Liu",No URL available
Dependability and Security,,,,,FALSE,-,LibvDiff: Library Version Difference Guided OSS Version Identification in Binaries,,,,"Chaopeng Dong, Siyuan Li, shouguo yang, Yang Xiao, Yongpan Wang, Hong Li, Zhi Li, Limin Sun",No URL available
Dependability and Security,,,,,FALSE,-,PS3: Precise Patch Presence Test based on Semantic Symbolic Signature,,,,"Qi Zhan, Xing Hu, Zhiyang Li, Xin Xia, David Lo, Shanping Li",No URL available
Dependability and Security,,,,,FALSE,-,Marco: A Stochastic Asynchronous Concolic Explorer,,,,"Jie Hu, Yue Duan, Heng Yin",No URL available
Dependability and Security,,,,,FALSE,-,MalCertain: Enhancing Deep Neural Network Based Android Malware Detection by Tackling Prediction Uncertainty,,,,"haodong li, Guosheng Xu, Liu Wang, Xusheng Xiao, Xiapu Luo, Guoai Xu, Haoyu Wang",No URL available
Dependability and Security,,,,,FALSE,-,SCPatcher: Mining Crowd Security Discussions to Enrich Secure Coding Practices,,,,"Ziyou Jiang, Lin Shi, Guowei Yang, Qing Wang",No URL available
Dependability and Security,,,,,FALSE,-,Software Composition Analysis for Vulnerability Detection: An Empirical Study on Java Projects,,,,"Lida Zhao, Sen Chen, Zhengzi Xu, Chengwei Liu, Lyuye Zhang, Wu Jiahui, Jun Sun, Yang Liu",No URL available
Dependability and Security,,,,,FALSE,-,Pre-training by Predicting Program Dependencies for Vulnerability Analysis Tasks,,,,"Zhongxin Liu, Zhijie Tang, Junwei Zhang, Xin Xia, Xiaohu Yang",No URL available
Dependability and Security,,,,,FALSE,-,Fairness Improvement with Multiple Protected Attributes: How Far Are We?,,,,"Zhenpeng Chen, Jie M. Zhang, Federica Sarro, Mark Harman",No URL available
Dependability and Security,,,,,FALSE,-,PPM: Automated Generation of Diverse Programming Problems for Benchmarking Code Generation Models,,,,"Simin Chen, XiaoNing Feng, Xiaohong Han, Cong Liu, Wei Yang",No URL available
,,,,,FALSE,,"It's Not a Feature, It's a Bug: Fault-Tolerant Model Mining from Noisy Data",,,,"Felix Wallner, Bernhard Aichernig, Christian Burghard",No URL available
,,,,,FALSE,,A Needle is an Outlier in a Haystack: Hunting Malicious PyPI Packages with Code Clustering,,,,"Wentao Liang, Xiang Ling, Jingzheng Wu, Tianyue Luo, Yanjun Wu",No URL available
,,,,,FALSE,,Data Leakage in Notebooks: Static Detection and Better Processes,,,,"Chenyang Yang, Rachel A Brower-Sinning, Grace Lewis, Christian Kästner",No URL available
,,,,,FALSE,,VD-Guard: DMA Guided Fuzzing for Hypervisor Virtual Device,,,,"Yuwei Liu, Siqi Chen, Yuchong Xie, Yanhao Wang, Libo Chen, Bin Wang, Yingming Zeng, Zhi Xue, Purui Su",No URL available
,,,,,FALSE,,AChecker: Statically Detecting Smart Contract Access Control Vulnerabilities,,,,"Asem Ghaleb, Julia Rubin, Karthik Pattabiraman",No URL available
