Domain,Knowledge-seeking vs. Eval,Nerd factor/zu spezifisch,Validation Nerd Factor,Higher-level RQ,Distinguished,Bucket ID,Paper Name,Research Questions (max. 4),Notiz,Suitability Tendenz,Authors,URL
Testing and analysis,,,,,FALSE,-,MuAkka: Mutation Testing for Actor Concurrency in Akka Using Real-World Bugs,kleine RQ definiert,,,"Mohsen Moradi Moghadam, Mehdi Bagherzadeh, Raffi Khatchadourian, Hamid Bagheri",No URL available
Testing and analysis,Evaluation,0,0,,FALSE,B4,HTFuzz: Heap Operation Sequence Sensitive Fuzzing,"RQ1.IsHTFuzzeffectiveatfindingreal-worldHT-Vuls? 
RQ2.HowwelldotheimprovementsmadebyHTFuzzcontribute totheefficiencyoffuzzingtowardsHT-Vuls? 
RQ3.HowdoesHTFuzzcomparetootherfuzzers? ",,,"Yuanping Yu, Xiangkun Jia, Yuwei Liu, Yanhao Wang, Qian Sang, Chao Zhang, Purui Su",No URL available
Analytics,,,,,TRUE,-,Generative Type Inference for Python,,bereits gelabelt,,"Yun Peng, Chaozheng Wang, Wenxuan Wang, Cuiyun Gao, Michael Lyu",No URL available
Analytics,,,,,TRUE,-,FAIR: Flow Type-Aware Pre-Training of Compiler Intermediate Representations,,bereits gelabelt,,"Changan Niu, Chuanyi Li, Vincent Ng, David Lo, Bin Luo",No URL available
Analytics,Evaluation,0,0,,TRUE,B6,Recommending Analogical APIs via Knowledge Graph Embedding,"RQ1(Effectivenesswithtargetlibraries): How does KGE4AR compare to existing documentation-based techniques when recommending analogical API methods with given target libraries? 
• RQ2(Effectivenesswithouttargetlibraries):HowdoesKGE4ARcompare to existing documentation-based techniques when recommending analogical API methods without given target libraries? 
• RQ3(ImpactAnalysis):HowdodifferentcomponentsinKGE4AR(i.e., the KG embedding models, knowledge types, and similarity types and weights) impact the effectiveness of KGE4AR? 
• RQ4(Scalability): How scalable is KGE4AR with the increasing number of libraries?",,,"Mingwei Liu, Yanjun Yang, Yiling Lou, Xin Peng, Zhong Zhou, Xueying Du, Tianyong Yang",No URL available
Analytics,,,,,FALSE,-,On the Usage of Continual Learning for Out-of-Distribution Generalization in Pre-trained Language Models of Code,keine RQs klar definiert,,,"Martin Weyssow, Xin Zhou, Kisub Kim, David Lo, Houari Sahraoui",No URL available
Analytics,Evaluation,0,0,,FALSE,B6,Studying and Understanding the Tradeoffs Between Generality and Reduction in Software Debloating,"RQ1:Howdotheapproaches considered compare in terms of reduction, c-generality, and their tradeoff? 
• RQ2:Howdotheapproaches considered compare in terms of reduction, r-generality, and their tradeoff? 
• RQ3: How do the approaches considered perform when an increasing amount of inputs is used for debloating? 
• RQ4:Howefficient are the approaches?",,,"Qi Xin, Qirun Zhang, Alessandro Orso",No URL available
Analytics,Evaluation,-1,1,,FALSE,-,Decomposing Software Verification Using Distributed Summary Synthesis,"RQ1: Distribution of Work Load to Processing Units. Is the approach of distributed summary synthesis effective in distributing the verification work to different threads? Evaluation Plan: We compare the CPU-time consumption of DSS with its response time, using 1, 2, 4, and 8 processing units. 
RQ2: Reduction of Response Time. Does using more processing units lead to a significant reduction of the response time when using distributed summary synthesis? Evaluation Plan: We compare the response time of DSS using 1, 2, 4, and 8 processing units. 
RQ3: Outperform Predicate Abstraction on Some Programs. Is the new approach able to outperform a 15-years highly-tuned approach on appropriate verification tasks? Evaluation Plan: We compare DSS with 8 processing units to a standard single-threaded predicate abstraction. We select a few verification tasks which employ a sufficient number of workers and block size to see whether we can outperform this state-of-the-art algorithm. 
RQ4: ComplementState-of-the-Art Tools. Is the new approach already able to complement state-of-the-art approaches? Evaluation Plan: We compare DSS to the state-of-the-art approaches IMC [24, 59] and kInduction, both implemented in CPAchecker [45]. ",,,"Dirk Beyer, Matthias Kettl, Thomas Lemberger",No URL available
Evolution,Evaluation,0,0,,TRUE,B8,Only diff is Not Enough: Generating Commit Messages Leveraging Reasoning and Action of Large Language Model,"RQ1: What expectations do software practitioners have for commit message quality in addition to What and Why information?
RQ2: HowdoesOMG performcomparedtothe state-of-the-art CMG technique? 
RQ3: HowdoReActpromptingstrategy and our tool module that collects a broad range of context contribute to the overall e ectiveness?",,,"Jiawei Li, David Faragó, Christian Petrov, Iftekhar Ahmed",No URL available
Evolution,,,,,TRUE,-,Sibyl: Improving Software Engineering Tools with SMT Selection,,bereits gelabelt,,"Will Leeson, Matthew B Dwyer, Antonio Filieri",No URL available
Evolution,,,,,TRUE,-,HyperAST: Enabling Efficient Analysis of Software Histories at Scale,,bereits gelabelt,,"Quentin Le-dilavrec, Djamel Eddine Khelladi, Arnaud Blouin, Jean-Marc Jézéquel",No URL available
Evolution,,,,,FALSE,-,On Using GUI Interaction Data to Improve Text Retrieval-based Bug Localization,,bereits gelabelt,,"Junayed Mahmud, Nadeeshan De Silva, Safwat Ali Khan, Seyed Hooman Mostafavi, S M Hasan Mansur, Oscar Chaparro, Andrian (Andi) Marcus, Kevin Moran",No URL available
Evolution,Evaluation,0,0,,FALSE,B8,UpCy: Safely Updating Outdated Dependencies,"RQ1: How often do
na¨ıve updates fail due to source code, binary or semantic
incompatibilities?
RQ2:
How many compatibilities does an update has to fulfill
(source code, binary, semantic, conflict, duplicate, and
blossom)?
RQ3: In how many cases does UPCY minimize the number
of incompatibilities compared to a na¨ıve update?",,,"Andreas Dann, Ben Hermann, Eric Bodden",No URL available
Evolution,Evaluation,0,0,,FALSE,B8,OSSFP: Precise and Scalable C/C++ Third-Party Library Detection using Fingerprinting Functions,"RQ1: What is the accuracy of OSSFP in detecting TPLs
compared to related works?
• RQ2: How is the scalability of OSSFP in terms of time
efficiency and data size?
• RQ3: How does each function filtering step contribute to
the accuracy improvement of OSSFP?",,,"Wu Jiahui, Zhengzi Xu, Wei Tang, Lyuye Zhang, Yueming Wu, Chengyue Liu, Kairan Sun, Lida Zhao, Yang Liu",No URL available
Requirements and modeling,,,,,TRUE,-,Compiler Testing using Template Java Programs,,bereits gelabelt,,"Zhiqiang Zang, Nathan Wiatrek, Milos Gligoric, August Shi",No URL available
Requirements and modeling,,,,,TRUE,-,Analyzing and Debugging Normative Requirements via Satisfiability Checking,,bereits gelabelt,,"Nick Feng, Lina Marsso, Sinem Getir Yaman, Yesugen Baatartogtokh, Reem Ayad, Victória Oldemburgo de Mello, Beverley Townsend, Isobel Standen, Ioannis Stefanakos, Calum Imrie, Genaína Nunes Rodrigues, Ana Cavalcanti, Radu Calinescu, Marsha Chechik",No URL available
Requirements and modeling,,,,,TRUE,-,Detecting Smart Home Automation Application Interferences with Domain Knowledge,,bereits gelabelt,,"Tao Wang, Wei Chen, Liwei Liu, Guoquan Wu, Jun Wei, Tao Huang",No URL available
Requirements and modeling,Evaluation,0,1,,FALSE,-,SmartCoCo: Checking Comment-code Inconsistency in Smart Contracts via Constraint Propagation and Binding,"RQ1: What is the prevalence of security-related
comment-code inconsistencies in smart contracts?
• RQ2: What is the effectiveness of SmartCoCo in detecting comment-code inconsistencies?
• RQ3: What is the performance in checking a smart
contract with proposed constraints?
• RQ4: Can large language models check CCIs identified
by SmartCoCo?",,,"Sicheng Hao, Yuhong Nan, Zibin Zheng, Xiaohui Liu",No URL available
Requirements and modeling,,,,,FALSE,-,TRIAD: Automated Traceability Recovery based on Biterm-enhanced Deduction of Transitive Links among Artifacts,,bereits gelabelt,,"Hui Gao, Hongyu Kuang, Wesley Assunção, Christoph Mayr-Dorn, Guoping Rong, He Zhang, Xiaoxing Ma, Alexander Egyed",No URL available
Requirements and modeling,Knowledge-seeking,0,0,,FALSE,B9,Testability Refactoring in Pull Requests: Patterns and Trends,"RQ1: Are there particular atomic refactorings trends that
characterize Test-Pairs PRs?
• RQ2: What recurrent higher-level refactoring patterns do
developers perform for the goal of improving testability?
• RQ3: How prevalent are testability refactoring patterns
and what characterizes the corresponding code changes?",,,"Pavel Reich, Walid Maalej",No URL available
Human and social aspects,Knowledge-seeking,0,0,,TRUE,B11,“STILL AROUND”: Experiences and Survival Strategies of Veteran Women Software Developers,"RQ1. What age- and gender-specific experiences have
veteran software developers of marginalized genders had
in their careers?
• RQ2. What strategies have veteran software developers
of marginalized genders adopted that they perceive as
contributing to their survival in software engineering?",,,"Sterre van Breukelen, Ann Barcomb, Sebastian Baltes, Alexander Serebrenik",No URL available
Human and social aspects,,,,,TRUE,-,A Longitudinal Study of Student Contributions to OSS vs. OSS4SG with a Lightweight Intervention,,bereits gelabelt,,"Zihan Fang, Madeline Endres, Thomas Zimmermann, Denae Ford, Westley Weimer, Kevin Leach, Yu Huang",No URL available
Human and social aspects,,,,,TRUE,-,Property-Based Testing in Practice,,bereits gelabelt,,"Harrison Goldstein, Joseph W. Cutler, Daniel Dickstein, Benjamin C. Pierce, Andrew Head",No URL available
Human and social aspects,Evaluation,0,0,,FALSE,B12,"Semi-Automatic, Inline and Collaborative Web Page Code Curations","RQ1: Can our approach help developers identify and curate relevant implicit links between web pages and specific source code locations? 
RQ2: Can developers successfully leverage previouslycurated links on their own change tasks?",,,"Roy Rutishauser, André N. Meyer, Reid Holmes, Thomas Fritz",No URL available
Human and social aspects,Evaluation,0,0,,FALSE,B12,"AI-assisted Code Authoring at Scale: Fine-tuning, deploying, and mixed methods evaluation","RQ1. Model Evaluation: How well does CodeCompose generate one hidden line of code from existing code snippets?
RQ2. Adoption: How many suggestions are accepted by engineers and what proportion of the code is written by CodeCompose?
RQ3. Developer Feedback: How do developers perceive CodeCompose in their daily work?",,,"Vijayaraghavan Murali, Chandra Sekhar Maddila, Imad Ahmad, Michael Bolin, Daniel Cheng, Negar Ghorbani, Renuka Fernandez, Nachiappan Nagappan, Peter C Rigby",No URL available
Human and social aspects,Knowledge-seeking,0,0,,FALSE,B11,"""We Feel Like We're Winging It"": A Study on Navigating Open-Source Dependency Abandonment","RQ1 Howdodevelopers prepare for the risk of open-source dependency abandonment? 
RQ2 Howdodevelopers deal with open-source dependency abandonment, once it occurs?",,,"Courtney Miller, Christian Kästner, Bogdan Vasilescu",No URL available
Dependability and Security,,,,,TRUE,-,Static Application Security Testing (SAST) Tools for Smart Contracts: How Far Are We?,,bereits gelabelt,,"Kaixuan Li, Yue Xue, Sen Chen, Han Liu, Kairan Sun, Ming Hu, Haijun Wang, Yang Liu, Yixiang Chen",No URL available
Dependability and Security,,,,,TRUE,-,Attention! Your Copied Data is Under Monitoring: A Systematic Study of Clipboard Usage in Android Apps,,keine klaren RQs,,"Yongliang Chen, Ruoqin Tang, Chaoshun Zuo, Xiaokuan Zhang, Lei Xue, Xiapu Luo, Qingchuan Zhao",No URL available
Dependability and Security,,,,,TRUE,-,Compatible Remediation on Vulnerabilities from Third-Party Libraries for Java Projects,,bereits gelabelt,,"Lyuye Zhang, Chengwei Liu, Zhengzi Xu, Sen Chen, Lingling Fan, Lida Zhao, Wu Jiahui, Yang Liu",No URL available
Dependability and Security,Evaluation,-1,0,,FALSE,B14,Silent Vulnerable Dependency Alert Prediction with Vulnerability Key Aspect Explanation,"• RQ1: How is the accuracy of silent dependency alert classification?
• RQ2: How is the accuracy of explainable vulnerability key
aspect generation?
• RQ3: How useful is our explainable silent dependency alert
prediction compared with only binary patch classification?",,,"Jiamou Sun, Zhenchang Xing, Qinghua Lu, Xiwei (Sherry) Xu, Liming Zhu, Thong Hoang, Dehai Zhao",No URL available
Dependability and Security,,,,,FALSE,-,An Empirical Study of Data Disruption by Ransomware Attacks,keine RQs definiert,,,"Yiwei Hou, Lihua Guo, Chijin Zhou, Yiwen Xu, Zijing Yin, Shanshan Li, Chengnian Sun, Yu Jiang",No URL available
Dependability and Security,Evaluation,-1,1,,FALSE,-,TAINTMINI: Detecting Flow of Sensitive Data in Mini-Programs with Static Taint Analysis,"RQ1. Does TAINTMINI have any False Positive (FP) and
False Negative (FN)?
RQ2. How long does TAINTMINI take to analyze a miniprogram on average?
RQ3. What are those mini-programs that contain flowsensitive data?
RQ4. What is the data that may be leaked through those
mini-programs that contain sensitive data flow?",,,"Chao Wang, Ronny Ko, Yue Zhang, Yuqing Yang, Zhiqiang Lin",No URL available
