Domain,Knowledge-seeking vs. Eval,Nerd factor/zu spezifisch,Validation Nerd Factor,Higher-level RQ,Distinguished,Bucket ID,Paper Name,Research Questions (max. 4),Notiz,Suitability Tendenz,Authors,URL
"AI and software engineering, Auto-coding",,,,,FALSE,-,Robust Learning of Deep Predictive Models from Noisy and Imbalanced Software Engineering Datasets,,,,"Zhong Li, Minxue Pan, Yu Pei, Tian Zhang, Linzhang Wang, Xuandong Li",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Automated Testing and Improvement of Named Entity Recognition Systems,,,,"BoXi Yu, Yiyan Hu, Qiuyang Mang, Wenhan Hu, Pinjia He",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Toward Improving the Robustness of Deep Learning Models via Model Transformation,,,,"Yingyi Zhang, Zan Wang, Jiajun Jiang, Hanmo You, Junjie Chen",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Natural Is The Best: Model-Agnostic Code Simplification for Pre-trained Large Language Models,,,,"Yan Wang, Xiaoning Li, Tien N. Nguyen, Shaohua Wang, Chao Ni, Ling Ding",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,[Remote] The EarlyBIRD Catches the Bug: On Exploiting Early Layers of Encoder Models for More Efficient Code Classification,,,,"Anastasiia Grishina, Max Hort, Leon Moonen",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Uncovering the Causes of Emotions in Software Developer Communication Using Zero-shot LLMs,,,,"Mia Mohammad Imran, Preetha Chatterjee, Kostadin Damevski",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Programming Assistant for Exception Handling with CodeBERT,,,,"Yuchen Cai, Aashish Yadavally, Abhishek Mishra, Genesis Montejo, Tien N. Nguyen",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,ChatGPT Incorrectness Detection in Software Reviews,,,,"Minaoar Hossain Tanzil, Junaed Younus Khan, Gias Uddin",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,B-AIS: An Automated Process for Black-box Evaluation of AI-enabled Software Systems against Domain Semantics,,,,"Hamed Barzamini, Mona Rahimi",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,ChatGPT-Resistant Screening Instrument for Identifying Non-Programmers,,,,"Raphael Serafini, Clemens Otto, Stefan Albert Horstmann, Alena Naiakshina",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,LLMParser: An Exploratory Study on Using Large Language Models for Log Parsing,,,,"Zeyang Ma, An Ran Chen, Dong Jae Kim, Tse-Hsun (Peter) Chen, Shaowei Wang",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Learning Contract Invariants Using Reinforcement Learning,,,,"Junrui Liu, Yanju Chen, Bryan Tan, Işıl Dillig, Yu Feng",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,DeepPerform: An Efficient Approach for Performance Testing of Resource-Constrained Neural Networks,,,,"Simin Chen, Mirazul Haque, Cong Liu, Wei Yang",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Are Neural Bug Detectors Comparable to Software Developers on Variable Misuse Bugs?,,,,"Cedric Richter, Jan Haltermann, Marie-Christine Jakobs, Felix Pauck, Stefan Schott, Heike Wehrheim",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,An Empirical Study of Pre-Trained Model Reuse in the Hugging Face Deep Learning Model Registry,,,,"Wenxin Jiang, Nicholas Synovic, Matt Hyatt, Taylor R. Schorlemmer, Rohan Sethi, Yung-Hsiang Lu, George K. Thiruvathukal, James C. Davis",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Deep Learning Based Feature Envy Detection Boosted by Real-World Examples,,,,"Bo Liu, Hui Liu, Guangjie Li, Nan Niu, Zimao Xu, Yifan Wang, Yunni Xia, Yuxia Zhang, Yanjie Jiang",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,On Reducing Undesirable Behavior in Deep-Reinforcement-Learning-Based Software,,,,"Ophir Carmel, Guy Katz",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Are Human Rules Necessary? Generating Reusable APIs with CoT Reasoning and In-context Learning,,,,"Yubo Mai, Zhipeng Gao, Xing Hu, Lingfeng Bao, Yu Liu, JianLing Sun",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Neural-Based Test Oracle Generation: A Large-scale Evaluation and Lessons Learned,,,,"Soneya Binta Hossain, Antonio Filieri, Matthew B Dwyer, Sebastian Elbaum, Willem Visser",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Automating Code-Related Tasks Through Transformers: The Impact of Pre-training,,,,"Rosalia Tufano, Luca Pascarella, Gabriele Bavota",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Mining Action Rules for Defect Reduction Planning,,,,"Khouloud Oueslati, Gabriel Laberge, Maxime Lamothe, Foutse Khomh",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,"Safety and Performance, Why not Both? Bi-Objective Optimized Model Compression toward AI Software Deployment",,,,"Jie Zhu, Leye Wang, Xiao Han",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,How Far Are We? The Triumphs and Trials of Generative AI in Learning Software Engineering,,,,"Rudrajit Choudhuri, Dylan Liu, Igor Steinmacher, Marco Gerosa, Anita Sarma",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Pitfalls in Experiments with DNN4SE: An Analysis of the State of the Practice,,,,"Sira Vegas, Sebastian Elbaum",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,[Remote] An Extensive Study on Adversarial Attack against Pre-trained Models of Code,,,,"Xiaohu Du, Ming Wen, Zichao Wei, Shangwen Wang, Hai Jin",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Dataflow Analysis-Inspired Deep Learning for Efficient Vulnerability Detection,,,,"Benjamin Steenhoek, Hongyang Gao, Wei Le",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Understanding the Bug Characteristics and Fix Strategies of Federated Learning Systems,,,,"Xiaohu Du, Xiao CHEN, Jialun Cao, Ming Wen, Shing-Chi Cheung, Hai Jin",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,A Light Bug Triage Framework for Applying Large Pre-trained Language Model,,,,"Jaehyung Lee, Hwanjo Yu, HanKisun",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Fairify: Fairness Verification of Neural Networks,,,,"Sumon Biswas, Hridesh Rajan",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,CodeArt: Better Code Models by Attention Regularization When Symbols Are Lacking,,,,"Zian Su, Xiangzhe Xu, Ziyang Huang, Zhuo Zhang, Yapeng Ye, Jianjun Huang, Xiangyu Zhang",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,CrossCodeBench: Benchmarking Cross-Task Generalization of Source Code Models,,,,"Changan Niu, Chuanyi Li, Vincent Ng, Bin Luo",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Learning Program Semantics for Vulnerability Detection via Vulnerability-specific Inter-procedural Slicing,,,,"bozhi wu, Shangqing Liu, Yang Xiao, Zhiming Li, Jun Sun, Shang-Wei Lin",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Exploring and Unleashing the Power of Large Language Models in Automated Code Translation,,,,"Zhen Yang, Fang Liu, Zhongxing Yu, Jacky Keung, Jia Li, Shuo Liu, Hong Yifan, Xiaoxue Ma, Zhi Jin, Ge Li",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,"Fix Fairness, Don’t Ruin Accuracy: Performance Aware Fairness Repair using AutoML",,,,"Giang Nguyen, Sumon Biswas, Hridesh Rajan",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Make LLM a Testing Expert: Bringing Human-like Interaction to Mobile GUI Testing via Functionality-aware Decisions,,,,"Zhe Liu, Chunyang Chen, Junjie Wang, Mengzhuo Chen, Boyu Wu, Xing Che, Dandan Wang, Qing Wang",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,[Remote] Compatibility Issues in Deep Learning Systems: Problems and Opportunities,,,,"Jun Wang, Guanping Xiao, Shuai Zhang, Huashan Lei, Yepang Liu, Yulei Sui",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,ContraBERT: Enhancing Code Pre-trained Models via Contrastive Learning,,,,"Shangqing Liu, bozhi wu, Xiaofei Xie, Guozhu Meng, Yang Liu",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,DeepArc: Modularizing Neural Networks for the Model Maintenance,,,,"xiaoning ren, Yun Lin, Yinxing Xue, Ruofan Liu, Jun Sun, Zhiyong Feng, Jin Song Dong",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Autonomy Is An Acquired Taste: Exploring Developer Preferences for GitHub Bots,,,,"Amir Ghorbani, Nathan Cassee, Derek Robinson, Adam Alami, Neil Ernst, Alexander Serebrenik, Andrzej Wąsowski",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Unveiling Hidden DNN Defects with Decision-Based Metamorphic Testing,,,,"Yuanyuan Yuan, Qi Pang, Shuai Wang",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Decomposing a Recurrent Neural Network into Modules for Enabling Reusability and Replacement,,,,"Sayem Mohammad Imtiaz, Fraol Batole, Astha Singh, Rangeet Pan, Breno Dantas Cruz, Hridesh Rajan",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,One Adapter for All Programming Languages? Adapter Tuning for Multilingual Tasks in Software Engineering,,,,"Deze Wang, Boxing Chen, Shanshan Li, Wei Luo, Shaoliang Peng, Wei Dong, Liao Xiangke",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Evaluating Transfer Learning for Simplifying GitHub READMEs,,,,"Haoyu Gao, Christoph Treude, Mansooreh Zahedi",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Enhancing Code Understanding for Impact Analysis by Combining Transformers and Program Dependence Graphs,,,,"Yanfu Yan, Nathan Cooper, Kevin Moran, Gabriele Bavota, Denys Poshyvanyk, Steve Rich",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Learning to Detect and Localize Multilingual Bugs,,,,"Haoran Yang, Yu Nong, Tao Zhang, Xiapu Luo, Haipeng Cai",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,PRCBERT: Prompt Learning for Requirement Classification using BERT-based Pretrained Language Models,,,,"Xianchang Luo, Yinxing Xue, Zhenchang Xing, Jiamou Sun",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Code-Aware Prompting: A study of Coverage guided Test Generation in Regression Setting using LLM,,,,"Gabriel Ryan, Siddhartha Jain, Mingyue Shang, Shiqi Wang, Xiaofei Ma, Murali Krishna Ramanathan, Baishakhi Ray",No URL available
"AI and software engineering, Auto-coding",,,,,FALSE,-,Towards Understanding the Faults of JavaScript-Based Deep Learning Systems,,,,"Lili Quan, Qianyu Guo, Xiaofei Xie, Sen Chen, Xiaohong Li, Yang Liu",No URL available
Testing and analysis,Evaluation,-,,,TRUE,-,LeakPair: Proactive Repairing of Memory Leaks in Single Page Web Applications,,,,"Arooba Shahoor, Askar Yeltayuly Khamit, Jooyong Yi, Dongsun Kim",No URL available
Testing and analysis,Evaluation,-,,,TRUE,-,Learning to Construct Better Mutation Faults,,,,"Zhao Tian, Junjie Chen, Qihao Zhu, Junjie Yang, Lingming Zhang",No URL available
Testing and analysis,Evaluation,-,,,TRUE,-,Efficiency Matters: Speeding Up Automated Testing with GUI Rendering Inference,,,,"Sidong Feng, Mulong Xie, Chunyang Chen",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,SpecBCFuzz: Fuzzing LTL Solvers with Boundary Conditions,,,,"Luiz Carvalho, Renzo Degiovanni, Maxime Cordy, Nazareno Aguirre, Yves Le Traon, Mike Papadakis",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Automated Feedback Generation for Competition-Level Code,,,,"Jialu Zhang, De Li, John C. Kolesar, Hanyuan Shi, Ruzica Piskac",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,LibAlchemy: A Two-Layer Persistent Summary Design for Taming Third-Party Libraries in Static Bug-Finding Systems,,,,"Rongxin Wu, Yuxuan He, Jiafeng Huang, Chengpeng Wang, Wensheng Tang, Qingkai Shi, Xiao Xiao, Charles Zhang",No URL available
Testing and analysis,Evaluation,-1,-,,FALSE,-,Do Automatic Test Generation Tools Generate Flaky Tests?,"RQ1(Prevalence): How prevalent is flakiness in tests that were generated without flakiness suppression mechanisms? 
RQ2(Flakiness Suppression): How many flaky tests can EvoSuite’s flakiness suppression mechanism prevent? 
RQ3(Root Causes): How do the root causes of generated flaky tests differ from those of developer-written tests?",,,"Martin Gruber, Muhammad Firhard Roslan, Owain Parry, Fabian Scharnböck, Phil McMinn, Gordon Fraser",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,A Deep Dive into Large Language Models for Automated Bug Localization and Repair,,,,"Soneya Binta Hossain, Nan Jiang, Qiang Zhou, Xiaopeng LI, Wen-Hao Chiang, Yingjun Lyu, Hoan Nguyen, Omer Tripp",No URL available
Testing and analysis,Evaluation,-,,,FALSE,-,Compiler Test-Program Generation via Memoized Configuration Search,,,,"Junjie Chen, Chenyao Suo, Jiajun Jiang, Peiqi Chen, Xingjian Li",No URL available
Testing and analysis,Knowledge-seeking,0,0,,FALSE,B3,Out of Context: How important is Local Context in Neural Program Repair?,"RQ1. How important is local context for repair success? We study multiple context sizes, ranging from a single line up to 28 lines on both sides (56 lines) on three datasets (MegaDiff [21], TSSB [29], and ManySStuBs4J [10], see Table 1), totalling several hundreds of thousands of bugs. 
RQ2. Howdodifferentbugtypesandcomplexity(numberofchanges) respond to different context sizes and context window positions? Both, MaySStuBs4J [10] andTSSM-3M[29]classifybugsinto several bug types or bug patterns. We use this bug type labels to analyze how context size affects repair success for bugs of different types. We perform a similar analysis also for the number of changes of a bugfix. 
RQ3. What is the optimal context window position? In other words, given a fixed context budget, how should it be divided among pre-context and post-context? We experiment with six different context window positions (for four different context window sizes), from only pre-context over several combinations to only post-context. 
RQ4. Is there a connection between the model size (number of parameters), the number of sampled fix candidates and context? With more context, the amount of fix ingredients increases. Wehypothesize that in order to fully exploit context, model size should increase, as should the number of samples. We investigate if this is indeed the case.",,,"Julian Prenner, Romain Robbes",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,FuzzerAid: Grouping Fuzzed Crashes Based On Fault Signatures,,,,"Ashwin Kallingal Joshy, Wei Le",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,PredART: Towards Automatic Oracle Prediction of Object Placements in Augmented Reality Testing,,,,"Tahmid Rafi, Xueling Zhang, Xiaoyin Wang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Detecting Exception Handling Bugs in C++ Programs,,,,"Hao Zhang, Ji Luo, Mengze Hu, Jun Yan, Jian Zhang, Zongyan Qiu",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data,,,,"Cheryl Lee, Tianyi Yang, Zhuangbin Chen, Yuxin Su, Michael Lyu",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Prompt-tuned Code Language Model as a Neural Knowledge Base for Type Inference in Statically-Typed Partial Code,,,,"Qing Huang, Zhiqiang Yuan, Zhenchang Xing, Xiwei (Sherry) Xu, Liming Zhu, Qinghua Lu",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Concrete Constraint Guided Symbolic Execution,,,,"Yue Sun, Guowei Yang, Shichao Lv, Zhi Li, Limin Sun",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Selectively Combining Multiple Coverage Goals in Search-Based Unit Test Generation,,,,"Zhichao Zhou, Yuming Zhou, Chunrong Fang, Zhenyu Chen, Yutian Tang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Detecting Dialog-Related Keyboard Navigation Failures in Web Applications,,,,"Paul T. Chiou, Ali S. Alotaibi, William G.J. Halfond",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Detecting JVM JIT Compiler Bugs via Exploring Two-Dimensional Input Spaces,,,,"Haoxiang Jia, Ming Wen, Zifan Xie, Xiaochen Guo, Rongxin Wu, Maolin Sun, Kang Chen, Hai Jin",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair,,,,"Weishi Wang, Yue Wang, Shafiq Joty, Steven C.H. Hoi",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Aster: Automatic Speech Recognition System Accessibility Testing for Stutterers,,,,"Yi Liu, Yuekang Li, Gelei Deng, Felix Juefei-Xu, Yao Du, Cen Zhang, Chengwei Liu, Yeting Li, Lei Ma, Yang Liu, Yuekang Li",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,ICEBAR: Feedback-Driven Iterative Repair of Alloy Specifications,,,,"Simón Gutiérrez Brida, Germán Regis, Guolong Zheng, Hamid Bagheri, ThanhVu Nguyen, Nazareno Aguirre, Marcelo F. Frias",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,[Remote] Mining Resource-Operation Knowledge to Support Resource Leak Detection,,,,"Chong Wang, Yiling Lou, Xin Peng, Jianan Liu, Baihan Zou",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,[Remote] DiagConfig: Configuration Diagnosis of Performance Violations in Configurable Software Systems,,,,"Zhiming Chen, Pengfei Chen, Guangba  Yu, Zilong He, Genting Mai, Peipei Wang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,RepresentThemAll: A Universal Learning Representation of Bug Reports,,,,"Sen Fang, Tao Zhang, Youshuai Tan, He Jiang, Xin Xia, Xiaobing Sun",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Java JIT Testing with Template Extraction,,,,"Zhiqiang Zang, Fu-Yao Yu, Aditya Thimmaiah, August Shi, Milos Gligoric",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,FlashSyn: Flash Loan Attack Synthesis via Counter Example Driven Approximation,,,,"Zhiyang Chen, Sidi Mohamed Beillahi, Fan Long",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,[Remote] Detecting Atomicity Violations in Interrupt-Driven Programs via Interruption Points Selecting and Delayed ISR-Triggering,,,,"Bin Yu, Cong Tian, Hengrui Xing, Zuchao Yang, Jie Su, Xu Lu, Jiyu Yang, Liang Zhao, Xiaofeng Li, Zhenhua Duan",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,[Remote] DeepInfer: Deep Type Inference from Smart Contract Bytecode,,,,"Kunsong Zhao, Zihao Li, Jianfeng Li, He Ye, Xiapu Luo, Ting Chen",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Semantic Analysis of Macro Usage for Portability,,,,"Brent Pappas, Paul Gazzillo",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Scalable Sampling of Highly-Configurable Systems: Generating Random Instances of the Linux Kernel,,,,"David Fernandez-Amoros, Ruben Heradio, Christoph Mayr-Dorn, Alexander Egyed",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Large Language Models are Edge-Case Generators: Crafting Unusual Programs for Fuzzing Deep Learning Libraries,,,,"Yinlin Deng, Chunqiu Steven Xia, Chenyuan Yang, Shizhuo Zhang, Shujing Yang, Lingming Zhang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,State Merging with Quantifiers in Symbolic Execution,,,,"David Trabish, Noam Rinetzky, Sharon Shoham, Vaibhav Sharma",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Rust-lancet: Automated Ownership-Rule-Violation Fixing with Behavior Preservation,,,,"Wenzhang Yang, Linhai Song, Yinxing Xue",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,"Commit-level, Neural Vulnerability Detection and Assessment",,,,"Yi Li, Aashish Yadavally, Jiaxing Zhang, Shaohua Wang, Tien N. Nguyen",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Hypertesting of Programs: Theoretical Foundation and Automated Test Generation,,,,"Michele Pasqua, Mariano Ceccato, Paolo Tonella",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,SmallRace: Static Race Detection for Dynamic Languages - A Case on Smalltalk,,,,"Siwei Cui, Yifei Gao, Rainer Unterguggenberger, Wilfried Pichler, Sean Livingstone, Jeff Huang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,ATOM: Automated Black-Box Testing of Multi-Label Image Classification Systems,,,,"Shengyou Hu, Huayao Wu, Peng Wang, Jing Chang, Yongjun Tu, Xiu Jiang, Xintao Niu, Changhai Nie",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,DLInfer: Deep Learning with Static Slicing for Python Type Inference,,,,"Yanyan Yan, Yang Feng, Hongcheng Fan, Baowen Xu",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,A Miss Is as Good as A Mile: Metamorphic Testing for Deep Learning Operators,,,,"Jinyin Chen, Chengyu Jia, Yunjie Yan, Jie Ge, haibin zheng, Yao Cheng",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Tare: Type-Aware Neural Program Repair,,,,"Qihao Zhu, Zeyu Sun, Wenjie Zhang, Yingfei Xiong, Lu Zhang",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Detecting Semantic Code Clones by Building AST-based Markov Chains Model,,,,"Yueming Wu, Siyue Feng, Deqing Zou, Hai Jin",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,Predicting Bugs by Monitoring Developers During Task Execution,,,,"Gennaro Laudato, Simone Scalabrino, Nicole Novielli, Filippo Lanubile, Rocco Oliveto",No URL available
Testing and analysis,Evaluation,- ,,,FALSE,-,CoditT5: Pretraining for Source Code and Natural Language Editing,,,,"Jiyang Zhang, Sheena Panthaplackel, Pengyu Nie, Junyi Jessy Li, Milos Gligoric",No URL available
