Domain,Knowledge-seeking vs. Eval,Nerd factor/zu spezifisch,Validation Nerd Factor,Higher-level RQ,Distinguished,Bucket ID,Paper Name,Research Questions (max. 4),Notiz,Suitability Tendenz,Authors,URL
Evolution,"Knowledge-seeking 
Evaluation","-1 
(detaillierteres Wissen zu Python notwendig?)",0,,TRUE,B7,Hard to Read and Understand Pythonic Idioms? DeIdiom and Explain Them in Non-Idiomatic Equivalent Code,"RQ1: Whatchallenges do pythonic idioms present to Python users in terms of understanding? 
RQ2: Howare pythonic idioms used in real projects? 
RQ3: Howare conciseness of pythonic idioms manifested? 
RQ4: What are the potential negative effects of using pythonic idioms?

RQ1(Accuracy): How accurate is our approach when transforming idiomatic code of nine pythonic idioms into non-idiomatic code? 
RQ2(Usefulness): Is the generated non-idiomatic code useful for understanding pythonic idiom usage?",Pythonic specifi; Tool/Approach Evaluation,-1,"zejun zhang, Zhenchang Xing, Dehai Zhao, Qinghua Lu, Xiwei (Sherry) Xu, Liming Zhu",No URL available
Evolution,Evaluation,0,0,,TRUE,B8,Has My Release Disobeyed Semantic Versioning? Static Detection Based On Semantic Differencing,"RQ1:WhatistheaccuracyofSembidintermsofSemBdetection? 
RQ2:HowistheeffectivenessofSembidagainstunittests? 
RQ3:HowdotopJavalibrariescomplywithSemVerrules?",Tool/Approach Evaluation,-1,"Lyuye Zhang, Chengwei Liu, Zhengzi Xu, Sen Chen, Lingling Fan, Bihuan Chen, Yang Liu",No URL available
Evolution,Evaluation,0,0,,FALSE,B8,Semantic GUI Scene Learning and Video Alignment for Detecting Duplicate Video-based Bug Reports,"RQ1: What is Janus𝑣𝑖𝑠’s duplicate detection performance? 
RQ2: What is Janus𝑡𝑥𝑡’s duplicate detection performance? 
RQ3: What is Janus𝑠𝑒𝑞’s duplicate detection performance? 
RQ4: What is the performance of Janus’s component combinations?",Tool/Approach Evaluation,-1,"Yanfu Yan, Nathan Cooper, Oscar Chaparro, Kevin Moran, Denys Poshyvanyk",No URL available
Evolution,Evaluation,0,0,,FALSE,B8,Developer-Intent Driven Code Comment Generation,"RQ1 : How does the DOME perform compared to the stateof-the-art comment generation baselines?
RQ2: How does each individual component in DOME
contribute to the overall performance?
RQ3: What is the perceived quality of intent-aware comments generated by DOME?",Tool/Approach Evaluation,-1,"Fangwen Mu, Xiao Chen, Lin Shi, Song Wang, Qing Wang",No URL available
Evolution,,,0,,FALSE,,Dependency-Induced Waste in Continuous Integration: An Empirical Study of Unused Dependencies in the NPM Ecosystem,keine RQs,,,"Nimmi Weeraddana, Mahmoud Alfadel, Shane McIntosh",No URL available
Requirements and modeling,Evaluation,0,0,,TRUE,B10,Analyzing and Debugging Normative Requirements via Satisfiability Checking,Howeffective is LEGOS-SLEEC in detecting WFIs?,Tool/Approach Evaluation,-1,"Nick Feng, Lina Marsso, Sinem Getir Yaman, Yesugen Baatartogtokh, Reem Ayad, Victória Oldemburgo de Mello, Beverley Townsend, Isobel Standen, Ioannis Stefanakos, Calum Imrie, Genaína Nunes Rodrigues, Ana Cavalcanti, Radu Calinescu, Marsha Chechik",No URL available
Requirements and modeling,,,,,TRUE,,Compiler Testing using Template Java Programs,,,,"Zhiqiang Zang, Nathan Wiatrek, Milos Gligoric, August Shi",No URL available
Requirements and modeling,Evaluation,0,0,,TRUE,B10,Detecting Smart Home Automation Application Interferences with Domain Knowledge,"• RQ1: How well does KnowDetector perform in practice?
Can it find common interaction interferences in realworld applications?
• RQ2: Can KnowDetector be extended to detect specific interference compared to other state-of-the-art techniques? What is the overall accuracy of KnowDetector?
• RQ3: What is the performance of KnowDetector?",Tool/Approach Evaluation,-1,"Tao Wang, Wei Chen, Liwei Liu, Guoquan Wu, Jun Wei, Tao Huang",No URL available
Requirements and modeling,Evaluation,0,0,,FALSE,B10,Groundhog: An Automated Accessibility Crawler for Mobile Apps,"RQ1.HoweffectiveisGroundhogindetectingaccessibilityissues? 
RQ2.HowdoesGroundhogcomparetoGoogleAccessibility Scanner(theofficialaccessibilitytestingtoolinAndroid)? 
RQ3.Whatarethecharacteristicsof thedetectedaccessibility issues?Howdotheyimpactappusageforuserswithdisabilities? 
RQ4.WhatistheperformanceofGroundhog?Towhatextent optimizationimprovesitsperformance?",Tool/Approach Evaluation,-1,"Navid Salehnamadi, Forough Mehralian, Sam Malek",No URL available
Requirements and modeling,,,,,FALSE,,Automatically Detecting Visual Bugs in HTML5 <canvas> Games,keine RQs,,,"Finlay Macklon, Mohammad Reza Taesiri, Markos Viggiato, Stefan Antoszko, Natalia Romanova, Dale Paas, Cor-Paul Bezemer",No URL available
Requirements and modeling,Evaluation,0,0,,FALSE,B10,Generating Critical Test Scenarios for Autonomous Driving Systems via Influential Behavior Patterns,"RQ1:Howeffective is CRISCO in finding safety violations of ADS? 
RQ2: How effective and efficient is CRISCO to expose safety violations compared to existing state-of-the-art technique? 
RQ3: Is CRISCO able to generate more types of safety-violation scenarios which are different from the traffic collisions occurred in the selected datasets inD and Stanford Drone?",Tool/Approach Evaluation,-1,"Haoxiang Tian, Guoquan Wu, Jiren Yan, Yan Jiang, Jun Wei, Wei Chen, Shuo Li, Dan Ye",No URL available
Human and social aspects,Evaluation,"-1
(bin mir unsicher, ob da nicht Wissen zum Gehirn usw. benötigt sind)",-1,,TRUE,-,Causal Relationships and Programming Outcomes: A Transcranial Magnetic Stimulation Experiment,"RQ1: Can wereplicate prior findings that neurostimulation of the SMA reduces mental rotation completion times? 
RQ2: Is there a direct causal relationship between activity in the SMA(or M1) brain region alone and performance? 
RQ3: Does neurostimulation of the SMA or M1 brain regions affect objective computing performance outcomes? 
RQ4: Does neurostimulation in the SMA or M1 brain region affect self-perceived problem difficulty?",Neuro-related topic,0,"Hammad Ahmad, Madeline Endres, Kaia Newman, Priscila Santiesteban, Emma Shedden, Westley Weimer",No URL available
Human and social aspects,,,,,TRUE,,"GenderMag Improves Discoverability in the Field, Especially for Women",,,,"Emerson Murphy-Hill, Alberto Elizondo, Ambar Murillo, Marian Harbach, Bogdan Vasilescu, Delphine Carlson, Florian Dessloch",No URL available
Human and social aspects,Knowledge-seeking,"-1
(Wissen zu Property based testing notwendig?)",0,,TRUE,B11,Property-Based Testing in Practice,"RQ1: What are the characteristics of a successful and mature PBT culture at a software company? 
RQ2: Are there opportunities for future work in the PBT space that are motivated by the needs of real developers?",Property based testing specific,0,"Harrison Goldstein, Joseph W. Cutler, Daniel Dickstein, Benjamin C. Pierce, Andrew Head",No URL available
Human and social aspects,Knowledge-seeking,"-1
(Wissen zu Web Development notwendig?)",0,,FALSE,B11,Understanding the Impact of APIs Behavioral Breaking Changes on Client Applications,"RQ1: Howoften are client-impacting BBCs captured through client tests?
RQ2: Whattypesofeffects do BBCshaveonclient tests?
RQ3: Where does the BBC-related impact originate?
RQ4: Doruntime exception messages effectively guide developers in handling BBCs?",API and clients,-1,"Dhanushka Jayasuriya, Valerio Terragni, Jens Dietrich, Kelly Blincoe",No URL available
Human and social aspects,Knowledge-seeking,0,0,,FALSE,B11,How does Simulation-based Testing for Self-driving Cars match Human Perception?,"RQ1: To what extent does the OOB safety metric for simulation-based test cases of SDCs align with human safety assessment?
RQ2: To what extent does the safety assessment of simulation-based SDC test cases vary when humans can interact with the SDC?
RQ3: What are the main reality-gap characteristics perceived by humans in SDC test cases?",,-1,"Christian Birchler, Tanzil Kombarabettu Mohammed, Pooja Rani, Teodora Nechita, Timo Kehrer, Sebastiano Panichella",No URL available
Human and social aspects,Knowledge-seeking,0,0,,FALSE,B11,"A Case Study of Developer Bots: Motivations, Perceptions, and Challenges","RQ1: What processes and needs motivate developers to instrument bots in a large software engineering organization? What challenges do they face in developing the bots? 
RQ2: What is the experience of developers when using various developer bots (bene ts and challenges)? 
RQ3: Howdodevelopersengagewithdi erenttypesofdeveloper bots?",,1,"Sumit Asthana, Hitesh Sajnani, Elena Voyloshnikova, Birendra Acharya, Kim Herzig",No URL available
Dependability and Security,Evaluation,-1,0,,TRUE,B14,Compatible Remediation on Vulnerabilities from Third-Party Libraries for Java Projects,"RQ1: How is CORAL compared with other cutting-edge
remediation tools regarding security and compatibility?
RQ2: How effectively does CORAL resolve the challenge of
global optimization by subgraph partitioning?
RQ3: How many vulnerabilities CAN/CANNOT be fixed
without breaking the projects in the Maven ecosystem?",Tool/Approach Evaluation,-1,"Lyuye Zhang, Chengwei Liu, Zhengzi Xu, Sen Chen, Lingling Fan, Lida Zhao, Wu Jiahui, Yang Liu",No URL available
Dependability and Security,Evaluation/Knowledge-seeking,-1,1,,TRUE,-,[Remote] TransRacer: Function Dependence-Guided Transaction Race Detection for Smart Contracts,"• RQ1: Howe ective is TransRacer? Is the dependence analyzer helpful in nding races? 
• RQ2:Howe cient is TransRacer? Compared with singlestate detection, how much additional time does race detection consume duetothemultiple states reached by executing interdependent functions? 
• RQ3:Are races and race bugs prevalent in practice? 
• RQ4:Whatare the numbers and percentages of races hidden at speci c contract states (that is, those that cannot be detected at the initial contract states)?",Tool/Approach Evaluation,-1,"Chenyang Ma, Wei Song, Jeff Huang",No URL available
Dependability and Security,,,,,TRUE,,Lejacon: A Lightweight and Efficient Approach to Java Confidential Computing on SGX,,,,"Xinyuan Miao, Ziyi Lin, Shaojun Wang, Lei Yu, Sanhong Li, Zihan Wang, Pengbo Nie, Yuting Chen, Beijun Shen, He Jiang",No URL available
Dependability and Security,Evaluation,0,1,,FALSE,-,FuzzSlice: Pruning False Positives in Static Analysis Warnings through Function-Level Fuzzing,"RQ1.HowmanyPFPscanFuzzSliceconfirmonasynthetic dataset? 
• RQ2.HowmanyPFPscanFuzzSliceconfirmonareal-world project dataset? 
• RQ3. How does FuzzSlice perform in terms of coverage, warning executions and compilation for PFP warnings?",Tool/Approach Evaluation,-1,"Aniruddhan Murali, Noble Saji Mathews, Mahmoud Alfadel, Mei Nagappan, Meng Xu",No URL available
Dependability and Security,Evaluation,"-1 
(Wissen zu DL notwendig?)",1,,FALSE,-,Does data sampling improve deep learning-based vulnerability detection? Yeas! and Nays!,"RQ1: Does data sampling improve the effectiveness of
existing DLVD approaches?
RQ2: Does data sampling improve the ability of DLVD
for learning the vulnerable patterns?
","Tool/Approach Evaluation;
DL specific",-1,"Xu Yang, Shaowei Wang, Yi Li, Shaohua Wang",No URL available
Dependability and Security,Evaluation,"-1
(Wissen zu CWE notwendig?)",1,,FALSE,-,Fine-grained Commit-level Vulnerability Type Prediction By CWE Tree Structure,"RQ1: How effective is TREEVUL compared to baselines
for fine-grained SV type (i.e., depth-3 CWE) prediction?
• RQ2: How effective are the key designs of TREEVUL?",Tool/Approach Evaluation,-1,"Shengyi Pan, Lingfeng Bao, Xin Xia, David Lo, Shanping Li",No URL available
